ratID	HumanID	ratGeneSymbol	HumanGeneSymbol
ENSRNOG00000054266	ENSG00000202216	RF00560	RF00560
ENSRNOG00000019217	ENSG00000169252	Adrb2	ADRB2
ENSRNOG00000022736	ENSG00000168564	Cdkn2aip	CDKN2AIP
ENSRNOG00000018784	ENSG00000154118	Jph3	JPH3
ENSRNOG00000011205	ENSG00000277632	Ccl3	CCL3
ENSRNOG00000012040	ENSG00000145832	Slc25a48	SLC25A48
ENSRNOG00000060773	ENSG00000082497	Sertad4	SERTAD4
ENSRNOG00000039815	ENSG00000243943	Zfp512	ZNF512
ENSRNOG00000058824	ENSG00000225698	AABR07065789.3	IGHV3-72
ENSRNOG00000060468	ENSG00000225698	AABR07065814.7	IGHV3-72
ENSRNOG00000032671	ENSG00000225698	AABR07065778.1	IGHV3-72
ENSRNOG00000042996	ENSG00000225698	AABR07065798.1	IGHV3-72
ENSRNOG00000048982	ENSG00000012822	LOC100912282	CALCOCO1
ENSRNOG00000015447	ENSG00000012822	Calcoco1	CALCOCO1
ENSRNOG00000010224	ENSG00000137502	Rab30	RAB30
ENSRNOG00000006383	ENSG00000172238	Atoh1	ATOH1
ENSRNOG00000024190	ENSG00000165105	Rasef	RASEF
ENSRNOG00000049931	ENSG00000104979	LOC288913	C19orf53
ENSRNOG00000016043	ENSG00000171885	Aqp4	AQP4
ENSRNOG00000025702	ENSG00000089094	Kdm2b	KDM2B
ENSRNOG00000004899	ENSG00000170745	Kcns3	KCNS3
ENSRNOG00000047816	ENSG00000173992	Ccs	CCS
ENSRNOG00000059474	ENSG00000114978	Mob1a	MOB1A
ENSRNOG00000038202	ENSG00000129007	Calml4	CALML4
ENSRNOG00000061097	ENSG00000183423	Lrit3	LRIT3
ENSRNOG00000020578	ENSG00000242221	Ceacam1	PSG2
ENSRNOG00000003343	ENSG00000127022	Canx	CANX
ENSRNOG00000001876	ENSG00000152076	Ccdc74a	CCDC74B
ENSRNOG00000058007	ENSG00000072864	Nde1	NDE1
ENSRNOG00000002116	ENSG00000177600	Rplp2	RPLP2
ENSRNOG00000038074	ENSG00000177600	LOC498555	RPLP2
ENSRNOG00000025433	ENSG00000283755	AABR07024534.1	CPHXL
ENSRNOG00000016804	ENSG00000166090	Il25	IL25
ENSRNOG00000018602	ENSG00000171735	Camta1	CAMTA1
ENSRNOG00000000401	ENSG00000173612	Gprc6a	GPRC6A
ENSRNOG00000006941	ENSG00000134077	Thumpd3	THUMPD3
ENSRNOG00000016258	ENSG00000101493	Zfp516	ZNF516
ENSRNOG00000014440	ENSG00000100221	Josd1	JOSD1
ENSRNOG00000045821	ENSG00000114544	Slc41a3	SLC41A3
ENSRNOG00000022110	ENSG00000174500	Gcsam	GCSAM
ENSRNOG00000048319	ENSG00000206260	AABR07071278.1	PRR23A
ENSRNOG00000013318	ENSG00000144395	Ccdc150	CCDC150
ENSRNOG00000061231	ENSG00000198832	Selenom	SELENOM
ENSRNOG00000018905	ENSG00000169126	Armc4	ARMC4
ENSRNOG00000006956	ENSG00000178031	AABR07049085.1	ADAMTSL1
ENSRNOG00000006198	ENSG00000068489	Prr11	PRR11
ENSRNOG00000058478	ENSG00000121653	Mapk8ip1	MAPK8IP1
ENSRNOG00000037659	ENSG00000135297	Mto1	MTO1
ENSRNOG00000018285	ENSG00000177301	Kcna2	KCNA2
ENSRNOG00000057256	ENSG00000135917	Slc19a3	SLC19A3
ENSRNOG00000054549	ENSG00000160285	Lss	LSS
ENSRNOG00000013933	ENSG00000160563	Med27	MED27
ENSRNOG00000021099	ENSG00000163155	Lysmd1	LYSMD1
ENSRNOG00000008612	ENSG00000084693	Agbl5	AGBL5
ENSRNOG00000011507	ENSG00000100151	Pick1	PICK1
ENSRNOG00000042427	ENSG00000100744	Gskip	GSKIP
ENSRNOG00000005132	ENSG00000101276	Slc52a3	SLC52A3
ENSRNOG00000050554	ENSG00000237489	LOC100362342	C10orf143
ENSRNOG00000000692	ENSG00000076248	Ung	UNG
ENSRNOG00000052071	ENSG00000186943	Olr851	OR13C8
ENSRNOG00000060227	ENSG00000252017	RF00026	RNU6-1194P
ENSRNOG00000016560	ENSG00000165233	Card19	CARD19
ENSRNOG00000035623	ENSG00000284357	Mir34a	MIR34A
ENSRNOG00000058664	ENSG00000114374	Usp9y	USP9Y
ENSRNOG00000055917	ENSG00000204713	Trim27	TRIM27
ENSRNOG00000055592	ENSG00000281394	RF00423	SCARNA4
ENSRNOG00000020804	ENSG00000173473	Smarcc1	SMARCC1
ENSRNOG00000056781	ENSG00000163075	Cfap221	CFAP221
ENSRNOG00000000383	ENSG00000138347	Mypn	MYPN
ENSRNOG00000032034	ENSG00000196235	Supt5h	SUPT5H
ENSRNOG00000025497	ENSG00000182325	Fbxl6	FBXL6
ENSRNOG00000050620	ENSG00000152254	AABR07052465.1	G6PC2
ENSRNOG00000002045	ENSG00000138772	Anxa3	ANXA3
ENSRNOG00000017907	ENSG00000103275	Ube2i	UBE2I
ENSRNOG00000001840	ENSG00000174236	Rep15	REP15
ENSRNOG00000006653	ENSG00000139209	Slc38a4	SLC38A4
ENSRNOG00000032922	ENSG00000133083	Dclk1	DCLK1
ENSRNOG00000033134	ENSG00000081189	Mef2c	MEF2C
ENSRNOG00000005404	ENSG00000172575	Rasgrp1	RASGRP1
ENSRNOG00000016326	ENSG00000006210	Cx3cl1	CX3CL1
ENSRNOG00000049792	ENSG00000145451	Glra3	GLRA3
ENSRNOG00000028394	ENSG00000128218	Vpreb3	VPREB3
ENSRNOG00000028892	ENSG00000183248	Prr36	PRR36
ENSRNOG00000022502	ENSG00000126653	Nsrp1	NSRP1
ENSRNOG00000005218	ENSG00000099995	Sf3a1	SF3A1
ENSRNOG00000050275	ENSG00000095015	LOC100912399	MAP3K1
ENSRNOG00000013177	ENSG00000095015	Map3k1	MAP3K1
ENSRNOG00000022894	ENSG00000270181	Bivm	BIVM-ERCC5
ENSRNOG00000022812	ENSG00000270181	Ercc5	BIVM-ERCC5
ENSRNOG00000004870	ENSG00000143479	Dyrk3	DYRK3
ENSRNOG00000055082	ENSG00000103495	Maz	MAZ
ENSRNOG00000013838	ENSG00000121764	Hcrtr1	HCRTR1
ENSRNOG00000058053	ENSG00000177889	Ube2n	UBE2N
ENSRNOG00000054499	ENSG00000212385	RF00026	RNU6-817P
ENSRNOG00000004737	ENSG00000117091	Cd48	CD48
ENSRNOG00000009000	ENSG00000065970	Foxj2	FOXJ2
ENSRNOG00000019159	ENSG00000176049	Jakmip2	JAKMIP2
ENSRNOG00000033688	ENSG00000099814	Cep170b	CEP170B
ENSRNOG00000017647	ENSG00000144161	Zc3h8	ZC3H8
ENSRNOG00000017294	ENSG00000019995	Zranb1	ZRANB1
ENSRNOG00000015796	ENSG00000095002	Msh2	MSH2
ENSRNOG00000014654	ENSG00000164096	LOC691807	C4orf3
ENSRNOG00000001598	ENSG00000156256	Usp16	USP16
ENSRNOG00000011798	ENSG00000101367	Mapre1	MAPRE1
ENSRNOG00000027234	ENSG00000165244	Zfp367	ZNF367
ENSRNOG00000000988	ENSG00000076924	Xab2	XAB2
ENSRNOG00000058653	ENSG00000165685	Tmem52b	TMEM52B
ENSRNOG00000003123	ENSG00000132383	Rpa1	RPA1
ENSRNOG00000004399	ENSG00000108813	Dlx4	DLX4
ENSRNOG00000024278	ENSG00000126254	Rbm42	RBM42
ENSRNOG00000011059	ENSG00000128881	Ttbk2	TTBK2
ENSRNOG00000043107	ENSG00000144827	Abhd10	ABHD10
ENSRNOG00000018200	ENSG00000136750	Gad2	GAD2
ENSRNOG00000006639	ENSG00000169432	Scn9a	SCN9A
ENSRNOG00000013604	ENSG00000167468	Gpx4	GPX4
ENSRNOG00000001687	ENSG00000080200	Crybg3	CRYBG3
ENSRNOG00000047709	ENSG00000221740	RF00606	SNORD93
ENSRNOG00000047430	ENSG00000221740	RF00606	SNORD93
ENSRNOG00000024462	ENSG00000089127	LOC103689988	OAS1
ENSRNOG00000047076	ENSG00000089127	Oas1i	OAS1
ENSRNOG00000037744	ENSG00000089127	Oas1g	OAS1
ENSRNOG00000053589	ENSG00000201541	RF00408	RF00408
ENSRNOG00000001708	ENSG00000161202	Dvl3	DVL3
ENSRNOG00000002089	ENSG00000138764	Ccng2	CCNG2
ENSRNOG00000018020	ENSG00000166313	Apbb1	APBB1
ENSRNOG00000001210	ENSG00000275464	Pwp2	FP565260.1
ENSRNOG00000011621	ENSG00000179412	Hnrnpc	HNRNPCL4
ENSRNOG00000028047	ENSG00000116353	Mecr	MECR
ENSRNOG00000000559	ENSG00000148734	Npffr1	NPFFR1
ENSRNOG00000040116	ENSG00000214929	LOC502109	SPATA31D1
ENSRNOG00000056413	ENSG00000214929	Spata31d3	SPATA31D1
ENSRNOG00000002764	ENSG00000127804	Mettl16	METTL16
ENSRNOG00000054091	ENSG00000200816	RF00428	SNORA38
ENSRNOG00000018692	ENSG00000166603	Mc4r	MC4R
ENSRNOG00000003596	ENSG00000147166	Itgb1bp2	ITGB1BP2
ENSRNOG00000058747	ENSG00000238493	RF00026	RNU6-221P
ENSRNOG00000016516	ENSG00000197971	Mbp	MBP
ENSRNOG00000032776	ENSG00000100883	Srp54a	SRP54
ENSRNOG00000021176	ENSG00000014914	Mtmr11	MTMR11
ENSRNOG00000058584	ENSG00000212303	RF00026	RNU6-1154P
ENSRNOG00000012368	ENSG00000104129	Dnajc17	DNAJC17
ENSRNOG00000010903	ENSG00000134376	Crb1	CRB1
ENSRNOG00000038160	ENSG00000145191	Eif2b5	EIF2B5
ENSRNOG00000007281	ENSG00000128591	Flnc	FLNC
ENSRNOG00000056256	ENSG00000278048	RF00004	RF00004
ENSRNOG00000053823	ENSG00000200942	RF00026	RNU6-501P
ENSRNOG00000061843	ENSG00000200942	RF00026	RNU6-501P
ENSRNOG00000032884	ENSG00000168356	Scn11a	SCN11A
ENSRNOG00000060295	ENSG00000212555	RF00026	RNU6-192P
ENSRNOG00000056940	ENSG00000164442	Cited2	CITED2
ENSRNOG00000003654	ENSG00000213937	Cldn9	CLDN9
ENSRNOG00000005710	ENSG00000076053	Rbm7	RBM7
ENSRNOG00000059792	ENSG00000207068	RF00026	RNU6-463P
ENSRNOG00000002097	ENSG00000128045	Rasl11b	RASL11B
ENSRNOG00000055499	ENSG00000182771	Grid1	GRID1
ENSRNOG00000010902	ENSG00000278674	Eloa	ELOA3B
ENSRNOG00000027434	ENSG00000197296	Fitm2	FITM2
ENSRNOG00000033389	ENSG00000099994	Susd2	SUSD2
ENSRNOG00000025791	ENSG00000135720	Dync1li2	DYNC1LI2
ENSRNOG00000030408	ENSG00000148719	Dnajb12	DNAJB12
ENSRNOG00000017607	ENSG00000113194	Faf2	FAF2
ENSRNOG00000055401	ENSG00000129159	Kcnc1	KCNC1
ENSRNOG00000052659	ENSG00000223198	RF00004	RNU2-22P
ENSRNOG00000005666	ENSG00000186881	LOC500460	OR13F1
ENSRNOG00000054382	ENSG00000252350	RF00009	RPPH1-3P
ENSRNOG00000058798	ENSG00000252350	RF00009	RPPH1-3P
ENSRNOG00000054493	ENSG00000252350	Rpph1	RPPH1-3P
ENSRNOG00000060346	ENSG00000252350	RF00009	RPPH1-3P
ENSRNOG00000054088	ENSG00000252350	RF00009	RPPH1-3P
ENSRNOG00000053929	ENSG00000252350	RF00009	RPPH1-3P
ENSRNOG00000060852	ENSG00000252350	RF00009	RPPH1-3P
ENSRNOG00000060256	ENSG00000252350	RF00009	RPPH1-3P
ENSRNOG00000056590	ENSG00000252350	RF00009	RPPH1-3P
ENSRNOG00000055467	ENSG00000252350	RF00009	RPPH1-3P
ENSRNOG00000055169	ENSG00000211974	AABR07065813.1	IGHV2-70D
ENSRNOG00000055375	ENSG00000211974	AABR07065837.1	IGHV2-70D
ENSRNOG00000037495	ENSG00000211974	AABR07065883.1	IGHV2-70D
ENSRNOG00000052307	ENSG00000123352	Spats2	SPATS2
ENSRNOG00000013898	ENSG00000170779	Cdca4	CDCA4
ENSRNOG00000019308	ENSG00000141480	Arrb2	ARRB2
ENSRNOG00000027360	ENSG00000115875	Srsf7	SRSF7
ENSRNOG00000007690	ENSG00000134326	Cmpk2	CMPK2
ENSRNOG00000039985	ENSG00000077721	Ube2a	UBE2A
ENSRNOG00000006952	ENSG00000124126	Prex1	PREX1
ENSRNOG00000016828	ENSG00000166091	Cmtm5	CMTM5
ENSRNOG00000021812	ENSG00000260428	Scx	SCX
ENSRNOG00000001007	ENSG00000006453	Baiap2l1	BAIAP2L1
ENSRNOG00000002035	ENSG00000163291	Paqr3	PAQR3
ENSRNOG00000049983	ENSG00000105251	Shd	SHD
ENSRNOG00000015419	ENSG00000181323	Spem1	SPEM1
ENSRNOG00000011416	ENSG00000150630	Vegfc	VEGFC
ENSRNOG00000051368	ENSG00000252361	RF00026	RNU6-118P
ENSRNOG00000018865	ENSG00000151388	Adamts12	ADAMTS12
ENSRNOG00000017459	ENSG00000165985	C1ql3	C1QL3
ENSRNOG00000004641	ENSG00000132671	Sstr4	SSTR4
ENSRNOG00000042833	ENSG00000176681	AABR07030521.1	LRRC37A
ENSRNOG00000042025	ENSG00000176681	AABR07030520.1	LRRC37A
ENSRNOG00000031816	ENSG00000213672	Nckipsd	NCKIPSD
ENSRNOG00000026407	ENSG00000111879	Fam184a	FAM184A
ENSRNOG00000027847	ENSG00000204361	Nxpe2	NXPE2
ENSRNOG00000057581	ENSG00000212457	RF00026	RNU6-644P
ENSRNOG00000021130	ENSG00000006071	Abcc8	ABCC8
ENSRNOG00000059721	ENSG00000252404	RF00424	RF00424
ENSRNOG00000054375	ENSG00000177551	Nhlh2	NHLH2
ENSRNOG00000014148	ENSG00000053770	Ap5m1	AP5M1
ENSRNOG00000010616	ENSG00000188566	Ndor1	NDOR1
ENSRNOG00000061128	ENSG00000152684	Pelo	PELO
ENSRNOG00000016054	ENSG00000055208	Tab2	TAB2
ENSRNOG00000012811	ENSG00000166145	Spint1	SPINT1
ENSRNOG00000047675	ENSG00000170683	Olr282	OR10A3
ENSRNOG00000030782	ENSG00000170683	Olr283	OR10A3
ENSRNOG00000032092	ENSG00000170683	Olr285	OR10A3
ENSRNOG00000061636	ENSG00000186832	Ka11	KRT16
ENSRNOG00000014441	ENSG00000186832	Krt16	KRT16
ENSRNOG00000056841	ENSG00000222874	RF00100	RN7SKP33
ENSRNOG00000019394	ENSG00000254858	Mpv17l2	MPV17L2
ENSRNOG00000009020	ENSG00000104522	Tsta3	TSTA3
ENSRNOG00000008057	ENSG00000135480	Krt7	KRT7
ENSRNOG00000018141	ENSG00000137261	RGD1307443	KIAA0319
ENSRNOG00000058514	ENSG00000201715	RF00100	RN7SKP133
ENSRNOG00000018528	ENSG00000129535	Nrl	NRL
ENSRNOG00000043513	ENSG00000186377	Cyp4x1	CYP4X1
ENSRNOG00000025327	ENSG00000164362	Tert	TERT
ENSRNOG00000013837	ENSG00000067369	Tp53bp1	TP53BP1
ENSRNOG00000004766	ENSG00000126603	Glis2	GLIS2
ENSRNOG00000020035	ENSG00000148795	Cyp17a1	CYP17A1
ENSRNOG00000042536	ENSG00000113448	Pde4d	PDE4D
ENSRNOG00000039417	ENSG00000130311	Dda1	DDA1
ENSRNOG00000002536	ENSG00000171155	C1galt1c1	C1GALT1C1
ENSRNOG00000003186	ENSG00000168096	Anks3	ANKS3
ENSRNOG00000003263	ENSG00000143768	Lefty1	LEFTY2
ENSRNOG00000029986	ENSG00000171105	Insr	INSR
ENSRNOG00000000274	ENSG00000165443	Phyhipl	PHYHIPL
ENSRNOG00000037928	ENSG00000143819	AABR07021930.1	EPHX1
ENSRNOG00000007607	ENSG00000123358	Nr4a1	NR4A1
ENSRNOG00000009057	ENSG00000008952	Sec62	SEC62
ENSRNOG00000057040	ENSG00000183018	Spns2	SPNS2
ENSRNOG00000016465	ENSG00000100416	Trmu	TRMU
ENSRNOG00000020578	ENSG00000170956	Ceacam1	CEACAM3
ENSRNOG00000007158	ENSG00000213339	Qtrt1	QTRT1
ENSRNOG00000051208	ENSG00000186838	Selenov	SELENOV
ENSRNOG00000009730	ENSG00000172817	Cyp7b1	CYP7B1
ENSRNOG00000028403	ENSG00000049883	Ptcd2	PTCD2
ENSRNOG00000017215	ENSG00000152242	RGD1308601	C18orf25
ENSRNOG00000060695	ENSG00000221241	RF00604	SNORD88A
ENSRNOG00000018736	ENSG00000177666	LOC100911615	PNPLA2
ENSRNOG00000001232	ENSG00000173638	Slc19a1	SLC19A1
ENSRNOG00000052357	ENSG00000075426	Fosl2	FOSL2
ENSRNOG00000054127	ENSG00000200086	RF00026	RNU6-433P
ENSRNOG00000059574	ENSG00000200086	RF00026	RNU6-433P
ENSRNOG00000010838	ENSG00000078061	Araf	ARAF
ENSRNOG00000009871	ENSG00000197181	Piwil2	PIWIL2
ENSRNOG00000002145	ENSG00000176040	Tmprss7	TMPRSS7
ENSRNOG00000007881	ENSG00000163719	Mtmr14	MTMR14
ENSRNOG00000017012	ENSG00000167186	Coq7	COQ7
ENSRNOG00000054251	ENSG00000172243	Clec7a	CLEC7A
ENSRNOG00000012181	ENSG00000175445	Lpl	LPL
ENSRNOG00000006740	ENSG00000239282	Castor1	CASTOR1
ENSRNOG00000046786	ENSG00000203730	LOC684709	TEDDM1
ENSRNOG00000054129	ENSG00000163599	Ctla4	CTLA4
ENSRNOG00000047065	ENSG00000128040	Spink2	SPINK2
ENSRNOG00000007583	ENSG00000100994	Pygb	PYGB
ENSRNOG00000002944	ENSG00000143793	RGD1304587	C1orf35
ENSRNOG00000008399	ENSG00000176566	Dcaf4	DCAF4L2
ENSRNOG00000050869	ENSG00000221869	Cebpd	CEBPD
ENSRNOG00000056256	ENSG00000274862	RF00004	RF00004
ENSRNOG00000020608	ENSG00000130810	Ppan	PPAN
ENSRNOG00000047106	ENSG00000120662	Mtrf1	MTRF1
ENSRNOG00000032429	ENSG00000178297	Tmprss9	TMPRSS9
ENSRNOG00000023686	ENSG00000243566	Upk3b	UPK3B
ENSRNOG00000020607	ENSG00000248098	Bckdha	BCKDHA
ENSRNOG00000004719	ENSG00000183977	Pp2d1	PP2D1
ENSRNOG00000055592	ENSG00000281516	RF00423	RF00423
ENSRNOG00000011823	ENSG00000008196	Tfap2b	TFAP2B
ENSRNOG00000012964	ENSG00000112486	Ccr6	CCR6
ENSRNOG00000000633	ENSG00000072422	Rhobtb1	RHOBTB1
ENSRNOG00000013703	ENSG00000181788	Siah2	SIAH2
ENSRNOG00000005157	ENSG00000102054	Rbbp7	RBBP7
ENSRNOG00000009196	ENSG00000056586	Rc3h2	RC3H2
ENSRNOG00000059131	ENSG00000201372	RF00026	RNU6-1251P
ENSRNOG00000052132	ENSG00000201372	RF00026	RNU6-1251P
ENSRNOG00000000878	ENSG00000204385	Slc44a4	SLC44A4
ENSRNOG00000018295	ENSG00000158941	Ccar2	CCAR2
ENSRNOG00000049203	ENSG00000139197	LOC103690024	PEX5
ENSRNOG00000012864	ENSG00000178607	Ern1	ERN1
ENSRNOG00000009875	ENSG00000198074	Akr1b7	AKR1B10
ENSRNOG00000009848	ENSG00000150782	Il18	IL18
ENSRNOG00000013742	ENSG00000133424	Large1	LARGE1
ENSRNOG00000059177	ENSG00000220986	RF00407	SNORA50D
ENSRNOG00000053477	ENSG00000220986	RF00407	SNORA50D
ENSRNOG00000006264	ENSG00000111203	Itfg2	ITFG2
ENSRNOG00000000664	ENSG00000128294	Tpst2	TPST2
ENSRNOG00000017840	ENSG00000078142	Pik3c3	PIK3C3
ENSRNOG00000052441	ENSG00000212586	RF00393	RF00393
ENSRNOG00000053545	ENSG00000212586	RF00393	RF00393
ENSRNOG00000025997	ENSG00000148187	Mrrf	MRRF
ENSRNOG00000010302	ENSG00000270885	LOC103694863	RASL10B
ENSRNOG00000010267	ENSG00000128607	Klhdc10	KLHDC10
ENSRNOG00000015980	ENSG00000152457	Dclre1c	DCLRE1C
ENSRNOG00000048898	ENSG00000132970	Wasf3	WASF3
ENSRNOG00000011216	ENSG00000177565	Tbl1xr1	TBL1XR1
ENSRNOG00000023034	ENSG00000196900	Tex43	TEX43
ENSRNOG00000001528	ENSG00000172020	Gap43	GAP43
ENSRNOG00000009325	ENSG00000179163	Fuca1	FUCA1
ENSRNOG00000018176	ENSG00000175582	Rab6a	RAB6A
ENSRNOG00000056574	ENSG00000181847	Tigit	TIGIT
ENSRNOG00000001878	ENSG00000099910	Klhl22	KLHL22
ENSRNOG00000051874	ENSG00000199283	RF00003	RNU1-58P
ENSRNOG00000001587	ENSG00000170178	Hoxd12	HOXD12
ENSRNOG00000010210	ENSG00000151012	Slc7a11	SLC7A11
ENSRNOG00000011006	ENSG00000133115	Stoml3	STOML3
ENSRNOG00000031398	ENSG00000181541	Mab21l2	MAB21L2
ENSRNOG00000005705	ENSG00000115828	Qpct	QPCT
ENSRNOG00000026907	ENSG00000185278	Zbtb37	ZBTB37
ENSRNOG00000040195	ENSG00000198203	RGD1559960	SULT1C2
ENSRNOG00000050885	ENSG00000198203	Sult1c2	SULT1C2
ENSRNOG00000040215	ENSG00000198203	LOC100910526	SULT1C2
ENSRNOG00000031833	ENSG00000198203	RGD1562392	SULT1C2
ENSRNOG00000042111	ENSG00000198203	Sult1c2a	SULT1C2
ENSRNOG00000047369	ENSG00000198203	LOC100910057	SULT1C2
ENSRNOG00000056466	ENSG00000198203	AABR07066160.1	SULT1C2
ENSRNOG00000020953	ENSG00000166927	Ms4a7	MS4A7
ENSRNOG00000010743	ENSG00000255561	Fdxacb1	FDXACB1
ENSRNOG00000040424	ENSG00000283899	Mir761	MIR761
ENSRNOG00000009248	ENSG00000189266	Pnrc2	PNRC2
ENSRNOG00000003875	ENSG00000122126	Ocrl	OCRL
ENSRNOG00000018232	ENSG00000112658	Srf	SRF
ENSRNOG00000060747	ENSG00000212297	RF00026	RNU6-821P
ENSRNOG00000007300	ENSG00000133466	C1qtnf6	C1QTNF6
ENSRNOG00000053404	ENSG00000138621	NEWGENE_1306267	PPCDC
ENSRNOG00000008605	ENSG00000228474	Ost4	OST4
ENSRNOG00000055439	ENSG00000283208	AABR07008608.1	AC001226.2
ENSRNOG00000023356	ENSG00000158417	Eif5b	EIF5B
ENSRNOG00000050419	ENSG00000135407	Avil	AVIL
ENSRNOG00000025487	ENSG00000184857	AABR07057217.1	TMEM186
ENSRNOG00000019965	ENSG00000140682	Tgfb1i1	TGFB1I1
ENSRNOG00000015189	ENSG00000122507	Bbs9	BBS9
ENSRNOG00000002353	ENSG00000118873	Rab3gap2	RAB3GAP2
ENSRNOG00000008067	ENSG00000089902	Rcor1	RCOR1
ENSRNOG00000001953	ENSG00000182240	Bace2	BACE2
ENSRNOG00000017260	ENSG00000140743	Cdr2	CDR2
ENSRNOG00000007365	ENSG00000127318	Il22	IL22
ENSRNOG00000053334	ENSG00000015592	Stmn4	STMN4
ENSRNOG00000007601	ENSG00000139269	Inhbe	INHBE
ENSRNOG00000016539	ENSG00000169228	Mxd3	RAB24
ENSRNOG00000019624	ENSG00000133422	Morc2	MORC2
ENSRNOG00000004501	ENSG00000133422	Morc2b	MORC2
ENSRNOG00000016940	ENSG00000175470	Ppp2r2d	PPP2R2D
ENSRNOG00000023661	ENSG00000048740	Celf2	CELF2
ENSRNOG00000053049	ENSG00000240294	RF00100	RN7SKP241
ENSRNOG00000001603	ENSG00000156239	N6amt1	N6AMT1
ENSRNOG00000022721	ENSG00000140839	Clec18a	CLEC18B
ENSRNOG00000021400	ENSG00000186675	Magee2	MAGEE2
ENSRNOG00000019978	ENSG00000227345	Parg	PARG
ENSRNOG00000008247	ENSG00000166130	Ikbip	IKBIP
ENSRNOG00000035507	ENSG00000207749	Mir299b	MIR299
ENSRNOG00000001379	ENSG00000021461	Cyp3a62	CYP3A43
ENSRNOG00000042682	ENSG00000164284	Grpel2	GRPEL2
ENSRNOG00000014893	ENSG00000162643	Wdr63	WDR63
ENSRNOG00000048088	ENSG00000106484	Mest	MEST
ENSRNOG00000058623	ENSG00000199840	RF00019	RF00019
ENSRNOG00000013751	ENSG00000147471	Plpbp	PLPBP
ENSRNOG00000051507	ENSG00000142920	Azin2	AZIN2
ENSRNOG00000042833	ENSG00000176809	AABR07030521.1	LRRC37A3
ENSRNOG00000042025	ENSG00000176809	AABR07030520.1	LRRC37A3
ENSRNOG00000048472	ENSG00000105664	Comp	COMP
ENSRNOG00000011527	ENSG00000166170	Bag5	BAG5
ENSRNOG00000021314	ENSG00000079459	Fdft1	FDFT1
ENSRNOG00000009181	ENSG00000186047	Dleu7	DLEU7
ENSRNOG00000051061	ENSG00000085377	Prep	PREP
ENSRNOG00000042220	ENSG00000100987	Vsx1	VSX1
ENSRNOG00000005524	ENSG00000115946	Pno1	PNO1
ENSRNOG00000002831	ENSG00000173714	Wfikkn2	WFIKKN2
ENSRNOG00000019246	ENSG00000100911	Psme2	PSME2
ENSRNOG00000020873	ENSG00000161270	Nphs1	NPHS1
ENSRNOG00000048617	ENSG00000143420	Ensa	ENSA
ENSRNOG00000052136	ENSG00000202429	RF00015	RNU4-48P
ENSRNOG00000054255	ENSG00000202429	RF00015	RNU4-48P
ENSRNOG00000048723	ENSG00000184500	Pros1	PROS1
ENSRNOG00000001632	ENSG00000185658	Brwd1	BRWD1
ENSRNOG00000050932	ENSG00000101132	Pfdn4	PFDN4
ENSRNOG00000030055	ENSG00000049245	Vamp3	VAMP3
ENSRNOG00000014690	ENSG00000124155	Pigt	PIGT
ENSRNOG00000050650	ENSG00000167094	Ttc16	TTC16
ENSRNOG00000022249	ENSG00000078403	Mllt10	MLLT10
ENSRNOG00000036245	ENSG00000207758	Mir532	MIR532
ENSRNOG00000009466	ENSG00000141161	Unc45b	UNC45B
ENSRNOG00000010797	ENSG00000164283	Esm1	ESM1
ENSRNOG00000022586	ENSG00000136807	Cdk9	CDK9
ENSRNOG00000046455	ENSG00000171649	Zik1	ZIK1
ENSRNOG00000009141	ENSG00000184155	Olr1576	OR10J5
ENSRNOG00000010834	ENSG00000186732	Mpped1	MPPED1
ENSRNOG00000020595	ENSG00000142534	Rps11	RPS11
ENSRNOG00000000658	ENSG00000076555	Acacb	ACACB
ENSRNOG00000016915	ENSG00000131668	Barx1	BARX1
ENSRNOG00000042612	ENSG00000258436	Rnase12	RNASE12
ENSRNOG00000046955	ENSG00000183741	Cbx6	CBX6
ENSRNOG00000012312	ENSG00000203783	Prr9	PRR9
ENSRNOG00000033956	ENSG00000179059	AC128967.2	ZFP42
ENSRNOG00000056782	ENSG00000199231	RF00494	RF00494
ENSRNOG00000059321	ENSG00000199231	RF00494	RF00494
ENSRNOG00000018958	ENSG00000087250	Mt3	MT3
ENSRNOG00000015777	ENSG00000176624	Mex3c	MEX3C
ENSRNOG00000032417	ENSG00000094755	Gabrp	GABRP
ENSRNOG00000014508	ENSG00000074416	Mgll	MGLL
ENSRNOG00000001031	ENSG00000135175	Ocm2	OCM2
ENSRNOG00000032208	ENSG00000158813	Eda	EDA
ENSRNOG00000046317	ENSG00000199095	Mir295-2	MIR372
ENSRNOG00000060086	ENSG00000251877	RF00004	RNU2-45P
ENSRNOG00000018349	ENSG00000125630	Polr1b	POLR1B
ENSRNOG00000009673	ENSG00000167536	Dhrs13	DHRS13
ENSRNOG00000058260	ENSG00000179921	Gpbar1	GPBAR1
ENSRNOG00000042359	ENSG00000142892	Pigk	PIGK
ENSRNOG00000050600	ENSG00000198551	Zfp872	ZNF627
ENSRNOG00000051847	ENSG00000161807	LOC686748	OR7G1
ENSRNOG00000047576	ENSG00000161807	LOC100911893	OR7G1
ENSRNOG00000049064	ENSG00000161807	Olr1135	OR7G1
ENSRNOG00000048946	ENSG00000161807	Olr1137	OR7G1
ENSRNOG00000050764	ENSG00000161807	Olr1138	OR7G1
ENSRNOG00000050182	ENSG00000161807	LOC100911944	OR7G1
