mouseID	HumanID	mouseGeneSymbol	HumanGeneSymbol
ENSMUSG00000053012	ENSG00000172086	Krcc1	KRCC1
ENSMUSG00000073616	ENSG00000172428	Cops9	COPS9
ENSMUSG00000036403	ENSG00000174799	Cep135	CEP135
ENSMUSG00000051671	ENSG00000168275	Coa6	COA6
ENSMUSG00000040138	ENSG00000124479	Ndp	NDP
ENSMUSG00000061755	ENSG00000038219	Bod1l	BOD1L1
ENSMUSG00000030385	ENSG00000177025	2900092C05Rik	C19orf18
ENSMUSG00000029178	ENSG00000109787	Klf3	KLF3
ENSMUSG00000031881	ENSG00000166589	Cdh16	CDH16
ENSMUSG00000026174	ENSG00000144580	Cnot9	CNOT9
ENSMUSG00000039841	ENSG00000048405	Zfp800	ZNF800
ENSMUSG00000081665	ENSG00000186818	Gm15922	LILRB4
ENSMUSG00000021506	ENSG00000069011	Pitx1	PITX1
ENSMUSG00000030732	ENSG00000054938	Chrdl2	CHRDL2
ENSMUSG00000000378	ENSG00000136280	Ccm2	CCM2
ENSMUSG00000028409	ENSG00000122692	Smu1	SMU1
ENSMUSG00000033323	ENSG00000060069	Ctdp1	CTDP1
ENSMUSG00000029697	ENSG00000128610	Fezf1	FEZF1
ENSMUSG00000038564	ENSG00000138002	Ift172	IFT172
ENSMUSG00000054737	ENSG00000147118	Zfp182	ZNF182
ENSMUSG00000046846	ENSG00000258484	Spesp1	SPESP1
ENSMUSG00000040929	ENSG00000080298	Rfx3	RFX3
ENSMUSG00000046999	ENSG00000180044	1110032F04Rik	C3orf80
ENSMUSG00000037190	ENSG00000114395	Cyb561d2	CYB561D2
ENSMUSG00000050141	ENSG00000187791	Fam205c	FAM205C
ENSMUSG00000015023	ENSG00000168872	Ddx19a	DDX19A
ENSMUSG00000022533	ENSG00000133657	Atp13a3	ATP13A3
ENSMUSG00000093804	ENSG00000230178	Olfr1303	OR4F3
ENSMUSG00000027935	ENSG00000285641	Rab13	AL358472.6
ENSMUSG00000027304	ENSG00000137815	Rtf1	RTF1
ENSMUSG00000033313	ENSG00000265690	Fbxl8	AC074143.1
ENSMUSG00000025597	ENSG00000102271	Klhl4	KLHL4
ENSMUSG00000026668	ENSG00000165623	Ucma	UCMA
ENSMUSG00000016757	ENSG00000100304	Ttll12	TTLL12
ENSMUSG00000020366	ENSG00000050748	Mapk9	MAPK9
ENSMUSG00000028753	ENSG00000158816	Vwa5b1	VWA5B1
ENSMUSG00000057719	ENSG00000156463	Sh3rf2	SH3RF2
ENSMUSG00000031118	ENSG00000124260	1700080O16Rik	MAGEA10
ENSMUSG00000023467	ENSG00000104804	Tulp2	TULP2
ENSMUSG00000066107	ENSG00000174720	Gm12666	LARP7
ENSMUSG00000025609	ENSG00000128585	Mkln1	MKLN1
ENSMUSG00000035227	ENSG00000118363	Spcs2	SPCS2
ENSMUSG00000022064	ENSG00000083535	Pibf1	PIBF1
ENSMUSG00000029419	ENSG00000232434	Ajm1	AJM1
ENSMUSG00000055553	ENSG00000105700	Kxd1	KXD1
ENSMUSG00000041479	ENSG00000277758	Syt15	FO681492.1
ENSMUSG00000004394	ENSG00000158604	Tmed4	TMED4
ENSMUSG00000028451	ENSG00000174038	1700022I11Rik	C9orf131
ENSMUSG00000023007	ENSG00000110844	Prpf40b	PRPF40B
ENSMUSG00000062590	ENSG00000135931	Armc9	ARMC9
ENSMUSG00000079658	ENSG00000154582	Eloc	ELOC
ENSMUSG00000037957	ENSG00000140153	Wdr20	WDR20
ENSMUSG00000024732	ENSG00000110104	Ccdc86	CCDC86
ENSMUSG00000021816	ENSG00000107758	Ppp3cb	PPP3CB
ENSMUSG00000030055	ENSG00000172780	Rab43	RAB43
ENSMUSG00000029661	ENSG00000164692	Col1a2	COL1A2
ENSMUSG00000045479	ENSG00000179468	Olfr459	OR9A2
ENSMUSG00000038094	ENSG00000127249	Atp13a4	ATP13A4
ENSMUSG00000110185	ENSG00000182700	Igip	IGIP
ENSMUSG00000025993	ENSG00000138449	Slc40a1	SLC40A1
ENSMUSG00000038777	ENSG00000143434	Sema6c	SEMA6C
ENSMUSG00000022041	ENSG00000120903	Chrna2	CHRNA2
ENSMUSG00000021917	ENSG00000114902	Spcs1	SPCS1
ENSMUSG00000022388	ENSG00000138892	Ttll8	TTLL8
ENSMUSG00000079111	ENSG00000136240	Kdelr2	KDELR2
ENSMUSG00000078784	ENSG00000176731	1810022K09Rik	C8orf59
ENSMUSG00000044813	ENSG00000255872	Shb	AL138752.2
ENSMUSG00000009941	ENSG00000269437	Nxf2	NXF2B
ENSMUSG00000075139	ENSG00000186113	Olfr1162	OR5D14
ENSMUSG00000075137	ENSG00000186113	Olfr1163	OR5D14
ENSMUSG00000049657	ENSG00000168795	Zbtb5	ZBTB5
ENSMUSG00000033114	ENSG00000130958	Slc35d2	SLC35D2
ENSMUSG00000015937	ENSG00000113648	H2afy	H2AFY
ENSMUSG00000029992	ENSG00000198380	Gfpt1	GFPT1
ENSMUSG00000072294	ENSG00000118922	Klf12	KLF12
ENSMUSG00000038742	ENSG00000130812	Angptl6	ANGPTL6
ENSMUSG00000056856	ENSG00000188385	Jakmip3	JAKMIP3
ENSMUSG00000051457	ENSG00000197471	Spn	SPN
ENSMUSG00000046886	ENSG00000164185	Zfp474	ZNF474
ENSMUSG00000034362	ENSG00000121552	Csta1	CSTA
ENSMUSG00000059657	ENSG00000121552	Stfa2l1	CSTA
ENSMUSG00000079597	ENSG00000121552	Gm5483	CSTA
ENSMUSG00000094733	ENSG00000121552	Gm5416	CSTA
ENSMUSG00000095620	ENSG00000121552	2010005H15Rik	CSTA
ENSMUSG00000071562	ENSG00000121552	Stfa1	CSTA
ENSMUSG00000079594	ENSG00000121552	BC117090	CSTA
ENSMUSG00000071561	ENSG00000121552	BC100530	CSTA
ENSMUSG00000022902	ENSG00000121552	Stfa2	CSTA
ENSMUSG00000058807	ENSG00000203661	Olfr331	OR2T5
ENSMUSG00000050818	ENSG00000203661	Olfr330	OR2T5
ENSMUSG00000064252	ENSG00000203661	Olfr329-ps	OR2T5
ENSMUSG00000057654	ENSG00000203661	Olfr328	OR2T5
ENSMUSG00000059279	ENSG00000203661	Olfr224	OR2T5
ENSMUSG00000060765	ENSG00000203661	Olfr325	OR2T5
ENSMUSG00000029638	ENSG00000106415	Glcci1	GLCCI1
ENSMUSG00000032006	ENSG00000170962	Pdgfd	PDGFD
ENSMUSG00000058503	ENSG00000234545	Fam133b	FAM133B
ENSMUSG00000047635	ENSG00000130921	2810006K23Rik	C12orf65
ENSMUSG00000020661	ENSG00000119772	Dnmt3a	DNMT3A
ENSMUSG00000035395	ENSG00000226372	Pet2	DCAF8L1
ENSMUSG00000027500	ENSG00000104435	Stmn2	STMN2
ENSMUSG00000051728	ENSG00000277277	Fam243	FAM243B
ENSMUSG00000028280	ENSG00000146276	Gabrr1	GABRR1
ENSMUSG00000044664	ENSG00000178055	Prss42	PRSS42
ENSMUSG00000026914	ENSG00000115233	Psmd14	PSMD14
ENSMUSG00000029204	ENSG00000168421	Rhoh	RHOH
ENSMUSG00000041957	ENSG00000057294	Pkp2	PKP2
ENSMUSG00000044098	ENSG00000081019	Rsbn1	RSBN1
ENSMUSG00000029586	ENSG00000170092	Spdye4b	SPDYE5
ENSMUSG00000022296	ENSG00000164929	Baalc	BAALC
ENSMUSG00000020828	ENSG00000129219	Pld2	PLD2
ENSMUSG00000006299	ENSG00000127837	Aamp	AAMP
ENSMUSG00000016179	ENSG00000008118	Camk1g	CAMK1G
ENSMUSG00000022096	ENSG00000168453	Hr	HR
ENSMUSG00000086361	ENSG00000226490	Gm6569	AC138647.1
ENSMUSG00000038591	ENSG00000184374	Colec10	COLEC10
ENSMUSG00000053470	ENSG00000115548	Kdm3a	KDM3A
ENSMUSG00000058444	ENSG00000137764	Map2k5	MAP2K5
ENSMUSG00000048921	ENSG00000156853	Zfp689	ZNF689
ENSMUSG00000000948	ENSG00000273173	Gm38393	SNURF
ENSMUSG00000102627	ENSG00000273173	Snurf	SNURF
ENSMUSG00000060204	ENSG00000145248	Gm5868	SLC10A4
ENSMUSG00000058099	ENSG00000235568	Nfam1	NFAM1
ENSMUSG00000021947	ENSG00000165475	Cryl1	CRYL1
ENSMUSG00000079470	ENSG00000253797	Utp14b	UTP14C
ENSMUSG00000039747	ENSG00000160991	Orai2	ORAI2
ENSMUSG00000053411	ENSG00000100307	Cbx7	CBX7
ENSMUSG00000000486	ENSG00000180096	Sept1	SEPT1
ENSMUSG00000030056	ENSG00000240682	Isy1	ISY1
ENSMUSG00000027314	ENSG00000128917	Dll4	DLL4
ENSMUSG00000034154	ENSG00000128908	Ino80	INO80
ENSMUSG00000026879	ENSG00000148180	Gsn	GSN
ENSMUSG00000032892	ENSG00000108961	Rangrf	RANGRF
ENSMUSG00000027534	ENSG00000104497	Snx16	SNX16
ENSMUSG00000025498	ENSG00000185507	Irf7	IRF7
ENSMUSG00000046671	ENSG00000117640	Mtfr1l	MTFR1L
ENSMUSG00000032487	ENSG00000073756	Ptgs2	PTGS2
ENSMUSG00000058773	ENSG00000184357	Hist1h1b	HIST1H1B
ENSMUSG00000053961	ENSG00000214274	Ang5	ANG
ENSMUSG00000072598	ENSG00000214274	Ang6	ANG
ENSMUSG00000073207	ENSG00000203952	Ccdc160	CCDC160
ENSMUSG00000036545	ENSG00000087116	Adamts2	ADAMTS2
ENSMUSG00000078924	ENSG00000113249	Gm12169	HAVCR1
ENSMUSG00000026568	ENSG00000143158	Mpc2	MPC2
ENSMUSG00000024983	ENSG00000151532	Vti1a	VTI1A
ENSMUSG00000037628	ENSG00000100526	Cdkn3	CDKN3
ENSMUSG00000066842	ENSG00000143341	Hmcn1	HMCN1
ENSMUSG00000039308	ENSG00000272916	Ndst2	AC022400.6
ENSMUSG00000060992	ENSG00000111481	Copz1	COPZ1
ENSMUSG00000072889	ENSG00000170448	Nfxl1	NFXL1
ENSMUSG00000032307	ENSG00000140367	Ube2q2	UBE2Q2
ENSMUSG00000019710	ENSG00000143314	Mrpl24	MRPL24
ENSMUSG00000031347	ENSG00000147400	Cetn2	CETN2
ENSMUSG00000054850	ENSG00000184785	Smim10l2a	SMIM10
ENSMUSG00000040618	ENSG00000100889	Pck2	PCK2
ENSMUSG00000032279	ENSG00000166411	Idh3a	IDH3A
ENSMUSG00000087260	ENSG00000134248	Lamtor5	LAMTOR5
ENSMUSG00000022708	ENSG00000181722	Zbtb20	ZBTB20
ENSMUSG00000004709	ENSG00000122223	Cd244a	CD244
ENSMUSG00000031221	ENSG00000089289	Igbp1	IGBP1
ENSMUSG00000026135	ENSG00000115568	Zfp142	ZNF142
ENSMUSG00000036249	ENSG00000184898	Rbm43	RBM43
ENSMUSG00000034310	ENSG00000151952	Tmem132d	TMEM132D
ENSMUSG00000028832	ENSG00000117632	Stmn1	STMN1
ENSMUSG00000046178	ENSG00000122584	Nxph1	NXPH1
ENSMUSG00000039182	ENSG00000136197	AW209491	C7orf25
ENSMUSG00000020650	ENSG00000075790	Bcap29	BCAP29
ENSMUSG00000031527	ENSG00000104626	Eri1	ERI1
ENSMUSG00000026452	ENSG00000143858	Syt2	SYT2
ENSMUSG00000099517	ENSG00000275379	Hist1h3g	HIST1H3I
ENSMUSG00000001157	ENSG00000087338	Gmcl1	GMCL1
ENSMUSG00000037124	ENSG00000162722	Trim58	TRIM58
ENSMUSG00000036833	ENSG00000130653	Pnpla7	PNPLA7
ENSMUSG00000035637	ENSG00000137106	Grhpr	GRHPR
ENSMUSG00000001036	ENSG00000072134	Epn2	EPN2
ENSMUSG00000010825	ENSG00000215045	Grid2ip	GRID2IP
ENSMUSG00000032492	ENSG00000160801	Pth1r	PTH1R
ENSMUSG00000039410	ENSG00000142611	Prdm16	PRDM16
ENSMUSG00000007682	ENSG00000211448	Dio2	DIO2
ENSMUSG00000101174	ENSG00000278500	Hoxd4	AC009336.2
ENSMUSG00000100642	ENSG00000278500	Gm28230	AC009336.2
ENSMUSG00000079164	ENSG00000187554	Tlr5	TLR5
ENSMUSG00000021895	ENSG00000163947	Arhgef3	ARHGEF3
ENSMUSG00000003955	ENSG00000114023	Fam162a	FAM162A
ENSMUSG00000033063	ENSG00000106714	Cntnap3	CNTNAP3
ENSMUSG00000020894	ENSG00000263620	Vamp2	AC129492.3
ENSMUSG00000046185	ENSG00000196381	Zfp84	ZNF781
ENSMUSG00000048721	ENSG00000172568	Fndc9	FNDC9
ENSMUSG00000037358	ENSG00000147113	4930578C19Rik	CXorf36
ENSMUSG00000043068	ENSG00000182118	Fam89a	FAM89A
ENSMUSG00000058761	ENSG00000166439	Rnf169	RNF169
ENSMUSG00000032456	ENSG00000163864	Nmnat3	NMNAT3
ENSMUSG00000021848	ENSG00000165588	Otx2	OTX2
ENSMUSG00000037716	ENSG00000140481	Ccdc33	CCDC33
ENSMUSG00000024730	ENSG00000166959	Ms4a8a	MS4A8
ENSMUSG00000021929	ENSG00000102753	Kpna3	KPNA3
ENSMUSG00000050697	ENSG00000132356	Prkaa1	PRKAA1
ENSMUSG00000022773	ENSG00000100027	Ypel1	YPEL1
ENSMUSG00000014603	ENSG00000156150	Alx3	ALX3
ENSMUSG00000073494	ENSG00000198574	Sh2d1b2	SH2D1B
ENSMUSG00000102418	ENSG00000198574	Sh2d1b1	SH2D1B
ENSMUSG00000051319	ENSG00000175701	1500011K16Rik	MTLN
ENSMUSG00000004707	ENSG00000122224	Ly9	LY9
ENSMUSG00000058579	ENSG00000215704	Cela2a	CELA2B
ENSMUSG00000033191	ENSG00000066056	Tie1	TIE1
ENSMUSG00000020000	ENSG00000079931	Moxd1	MOXD1
ENSMUSG00000011349	ENSG00000142025	Dmrtc2	DMRTC2
ENSMUSG00000055027	ENSG00000115593	Smyd1	SMYD1
ENSMUSG00000061578	ENSG00000171435	Ksr2	KSR2
ENSMUSG00000037486	ENSG00000143970	Asxl2	ASXL2
ENSMUSG00000051499	ENSG00000197362	Zfp786	ZNF786
ENSMUSG00000027937	ENSG00000143543	Jtb	JTB
ENSMUSG00000033063	ENSG00000154529	Cntnap3	CNTNAP3B
ENSMUSG00000022485	ENSG00000172789	Hoxc5	HOXC5
ENSMUSG00000068889	ENSG00000187173	Lce1e	LCE2A
ENSMUSG00000027919	ENSG00000187173	Lce1g	LCE2A
ENSMUSG00000049928	ENSG00000065325	Glp2r	GLP2R
ENSMUSG00000074884	ENSG00000140264	Serf2	SERF2
ENSMUSG00000078521	ENSG00000127423	Aunip	AUNIP
ENSMUSG00000022553	ENSG00000179632	Maf1	MAF1
ENSMUSG00000032397	ENSG00000075131	Tipin	TIPIN
ENSMUSG00000105204	ENSG00000160753	Gm43738	RUSC1
ENSMUSG00000041263	ENSG00000160753	Rusc1	RUSC1
ENSMUSG00000007837	ENSG00000126460	Prrg2	PRRG2
ENSMUSG00000010721	ENSG00000105983	Lmbr1	LMBR1
ENSMUSG00000059187	ENSG00000183662	Fam19a1	FAM19A1
ENSMUSG00000091402	ENSG00000227729	Rd3l	RD3L
ENSMUSG00000000627	ENSG00000135622	Sema4f	SEMA4F
ENSMUSG00000056223	ENSG00000204849	Spata31	SPATA31A1
ENSMUSG00000096351	ENSG00000187634	Samd11	SAMD11
ENSMUSG00000052273	ENSG00000158486	Dnah3	DNAH3
ENSMUSG00000045659	ENSG00000166689	Plekha7	PLEKHA7
ENSMUSG00000023262	ENSG00000114786	Acy1	ABHD14A-ACY1
ENSMUSG00000039166	ENSG00000118507	Akap7	AKAP7
ENSMUSG00000032293	ENSG00000136381	Ireb2	IREB2
ENSMUSG00000025044	ENSG00000038945	Msr1	MSR1
ENSMUSG00000027132	ENSG00000134152	Katnbl1	KATNBL1
ENSMUSG00000031673	ENSG00000140937	Cdh11	CDH11
ENSMUSG00000040183	ENSG00000135299	Ankrd6	ANKRD6
ENSMUSG00000028729	ENSG00000117395	Ebna1bp2	EBNA1BP2
ENSMUSG00000013846	ENSG00000008513	St3gal1	ST3GAL1
ENSMUSG00000026594	ENSG00000116191	Ralgps2	RALGPS2
ENSMUSG00000045259	ENSG00000162755	Klhdc9	KLHDC9
ENSMUSG00000042535	ENSG00000100226	Gtpbp1	GTPBP1
ENSMUSG00000030720	ENSG00000188603	Cln3	CLN3
ENSMUSG00000034732	ENSG00000174740	Pabpc5	PABPC5
ENSMUSG00000027099	ENSG00000128654	Mtx2	MTX2
ENSMUSG00000021807	ENSG00000087302	Rtraf	RTRAF
ENSMUSG00000022844	ENSG00000065485	Pdia5	PDIA5
ENSMUSG00000039097	ENSG00000107014	Rln1	RLN2
ENSMUSG00000053863	ENSG00000152595	Mepe	MEPE
ENSMUSG00000022682	ENSG00000085721	Rrn3	RRN3
ENSMUSG00000093626	ENSG00000261667	Ly6l	LY6L
ENSMUSG00000023176	ENSG00000178772	Cpn2	CPN2
ENSMUSG00000063689	ENSG00000184270	Hist2h2ab	HIST2H2AB
ENSMUSG00000076672	ENSG00000211933	Ighv3-6	IGHV6-1
ENSMUSG00000076674	ENSG00000211933	Ighv3-8	IGHV6-1
ENSMUSG00000076676	ENSG00000211933	Ighv12-3	IGHV6-1
ENSMUSG00000048807	ENSG00000100036	Slc35e4	SLC35E4
ENSMUSG00000059832	ENSG00000203786	Kprp	KPRP
ENSMUSG00000030785	ENSG00000156885	Cox6a2	COX6A2
ENSMUSG00000054005	ENSG00000155918	Mill1	RAET1L
ENSMUSG00000021336	ENSG00000146039	Slc17a4	SLC17A4
ENSMUSG00000032312	ENSG00000103653	Csk	CSK
ENSMUSG00000004896	ENSG00000143303	Rrnad1	RRNAD1
ENSMUSG00000042520	ENSG00000143569	Ubap2l	UBAP2L
ENSMUSG00000073960	ENSG00000280021	Olfr583	OR51F1
ENSMUSG00000078080	ENSG00000280021	Olfr585	OR51F1
ENSMUSG00000049775	ENSG00000205542	Tmsb4x	TMSB4X
ENSMUSG00000014243	ENSG00000214941	Zswim7	ZSWIM7
ENSMUSG00000021501	ENSG00000164615	Caml	CAMLG
ENSMUSG00000022210	ENSG00000187630	Dhrs4	DHRS4L2
ENSMUSG00000026843	ENSG00000107164	Fubp3	FUBP3
ENSMUSG00000029130	ENSG00000105982	Rnf32	RNF32
ENSMUSG00000013646	ENSG00000175137	Sh3bp5l	SH3BP5L
ENSMUSG00000066406	ENSG00000170776	Akap13	AKAP13
ENSMUSG00000028053	ENSG00000116539	Ash1l	ASH1L
ENSMUSG00000053552	ENSG00000088881	Ebf4	EBF4
ENSMUSG00000033257	ENSG00000135912	Ttll4	TTLL4
ENSMUSG00000028948	ENSG00000162408	Nol9	NOL9
ENSMUSG00000046794	ENSG00000173281	Ppp1r3b	PPP1R3B
ENSMUSG00000063358	ENSG00000100030	Mapk1	MAPK1
ENSMUSG00000021733	ENSG00000033867	Slc4a7	SLC4A7
ENSMUSG00000032187	ENSG00000127616	Smarca4	SMARCA4
ENSMUSG00000006221	ENSG00000173641	Hspb7	HSPB7
ENSMUSG00000025227	ENSG00000138111	Mfsd13a	MFSD13A
ENSMUSG00000053930	ENSG00000188803	Shisa6	SHISA6
ENSMUSG00000004895	ENSG00000143294	Prcc	PRCC
ENSMUSG00000041426	ENSG00000198130	Hibch	HIBCH
ENSMUSG00000031787	ENSG00000140854	Katnb1	KATNB1
ENSMUSG00000015947	ENSG00000198019	Fcgr1	FCGR1B
ENSMUSG00000022021	ENSG00000139734	Diaph3	DIAPH3
ENSMUSG00000036850	ENSG00000182154	Mrpl41	MRPL41
ENSMUSG00000032519	ENSG00000144659	Slc25a38	SLC25A38
ENSMUSG00000024691	ENSG00000166801	Fam111a	FAM111A
ENSMUSG00000062105	ENSG00000231192	Olfr183	OR5H1
ENSMUSG00000047960	ENSG00000231192	Olfr186	OR5H1
ENSMUSG00000043357	ENSG00000231192	Olfr187	OR5H1
ENSMUSG00000057092	ENSG00000089356	Fxyd3	FXYD3
ENSMUSG00000056155	ENSG00000187556	Nanos3	NANOS3
ENSMUSG00000016386	ENSG00000066382	Mpped2	MPPED2
ENSMUSG00000043702	ENSG00000174840	Pde12	PDE12
ENSMUSG00000031878	ENSG00000159593	Nae1	NAE1
ENSMUSG00000030521	ENSG00000124383	Mphosph10	MPHOSPH10
ENSMUSG00000060244	ENSG00000183684	Alyref2	ALYREF
ENSMUSG00000075073	ENSG00000237388	Olfr1256	OR4A47
ENSMUSG00000060487	ENSG00000203727	Samd5	SAMD5
ENSMUSG00000030894	ENSG00000166340	Tpp1	TPP1
ENSMUSG00000052921	ENSG00000198844	Arhgef15	ARHGEF15
ENSMUSG00000074419	ENSG00000239961	Gm15448	LILRA4
ENSMUSG00000058818	ENSG00000239961	Pirb	LILRA4
ENSMUSG00000030427	ENSG00000239961	Lilra6	LILRA4
ENSMUSG00000074417	ENSG00000239961	Gm14548	LILRA4
ENSMUSG00000089942	ENSG00000239961	Pira2	LILRA4
ENSMUSG00000030881	ENSG00000132254	Arfip2	ARFIP2
ENSMUSG00000041225	ENSG00000165322	Arhgap12	ARHGAP12
ENSMUSG00000005980	ENSG00000213918	Dnase1	DNASE1
ENSMUSG00000068889	ENSG00000159455	Lce1e	LCE2B
ENSMUSG00000027919	ENSG00000159455	Lce1g	LCE2B
ENSMUSG00000029695	ENSG00000008311	Aass	AASS
ENSMUSG00000016194	ENSG00000117594	Hsd11b1	HSD11B1
ENSMUSG00000095117	ENSG00000211951	Ighv8-9	IGHV2-26
ENSMUSG00000095170	ENSG00000211951	Ighv8-11	IGHV2-26
ENSMUSG00000076731	ENSG00000211951	Ighv8-12	IGHV2-26
ENSMUSG00000102301	ENSG00000211951	Ighv8-2	IGHV2-26
ENSMUSG00000030527	ENSG00000140577	Crtc3	CRTC3
ENSMUSG00000026858	ENSG00000148343	Miga2	MIGA2
ENSMUSG00000064254	ENSG00000105755	Ethe1	ETHE1
ENSMUSG00000031433	ENSG00000089682	Rbm41	RBM41
ENSMUSG00000032657	ENSG00000160767	Fam189b	FAM189B
ENSMUSG00000025762	ENSG00000138709	Larp1b	LARP1B
ENSMUSG00000008129	ENSG00000132016	4930432K21Rik	C19orf57
ENSMUSG00000031221	ENSG00000266826	Igbp1	AC011195.2
ENSMUSG00000029254	ENSG00000035720	Stap1	STAP1
ENSMUSG00000021028	ENSG00000151332	Mbip	MBIP
ENSMUSG00000028533	ENSG00000205442	Izumo3	IZUMO3
ENSMUSG00000101031	ENSG00000071203	Ms4a12	MS4A12
ENSMUSG00000001844	ENSG00000136247	Zdhhc4	ZDHHC4
ENSMUSG00000000420	ENSG00000141429	Galnt1	GALNT1
ENSMUSG00000021245	ENSG00000119684	Mlh3	MLH3
ENSMUSG00000012429	ENSG00000168303	Mplkip	MPLKIP
ENSMUSG00000040640	ENSG00000187672	Erc2	ERC2
ENSMUSG00000032046	ENSG00000100997	Abhd12	ABHD12
ENSMUSG00000101355	ENSG00000278272	Hist1h3h	HIST1H3C
ENSMUSG00000031384	ENSG00000102048	Asb9	ASB9
ENSMUSG00000027203	ENSG00000128951	Dut	DUT
ENSMUSG00000047344	ENSG00000147036	Lancl3	LANCL3
ENSMUSG00000029149	ENSG00000157992	Krtcap3	KRTCAP3
ENSMUSG00000057060	ENSG00000183780	Slc35f3	SLC35F3
ENSMUSG00000039742	ENSG00000135248	Fam71f1	FAM71F1
ENSMUSG00000029304	ENSG00000118785	Spp1	SPP1
ENSMUSG00000040407	ENSG00000127914	Akap9	AKAP9
ENSMUSG00000022837	ENSG00000173226	Iqcb1	IQCB1
ENSMUSG00000001157	ENSG00000244234	Gmcl1	GMCL2
ENSMUSG00000023345	ENSG00000164087	Poc1a	POC1A
ENSMUSG00000078671	ENSG00000279765	Chd2	AC013394.1
ENSMUSG00000027401	ENSG00000125780	Tgm3	TGM3
ENSMUSG00000054920	ENSG00000109790	Klhl5	KLHL5
ENSMUSG00000024211	ENSG00000179603	Grm8	GRM8
ENSMUSG00000009075	ENSG00000100314	Cabp7	CABP7
ENSMUSG00000009566	ENSG00000136877	Fpgs	FPGS
ENSMUSG00000032185	ENSG00000142453	Carm1	CARM1
ENSMUSG00000022680	ENSG00000179889	Pdxdc1	PDXDC1
ENSMUSG00000060227	ENSG00000166734	Casc4	CASC4
ENSMUSG00000030619	ENSG00000074266	Eed	EED
ENSMUSG00000079056	ENSG00000115041	Kcnip3	KCNIP3
ENSMUSG00000046204	ENSG00000240694	Pnma2	PNMA2
ENSMUSG00000031349	ENSG00000147383	Nsdhl	NSDHL
ENSMUSG00000026158	ENSG00000119900	Ogfrl1	OGFRL1
ENSMUSG00000028700	ENSG00000085998	Pomgnt1	POMGNT1
ENSMUSG00000025794	ENSG00000188846	Rpl14	RPL14
ENSMUSG00000036052	ENSG00000137094	Dnajb5	DNAJB5
ENSMUSG00000021095	ENSG00000133937	Gsc	GSC
ENSMUSG00000059043	ENSG00000168158	Olfr15	OR2C1
ENSMUSG00000037286	ENSG00000118007	Stag1	STAG1
ENSMUSG00000033998	ENSG00000135750	Kcnk1	KCNK1
ENSMUSG00000031278	ENSG00000068366	Acsl4	ACSL4
ENSMUSG00000030378	ENSG00000105398	Sult2a8	SULT2A1
ENSMUSG00000094156	ENSG00000105398	Sult2a7	SULT2A1
ENSMUSG00000002688	ENSG00000184304	Prkd1	PRKD1
ENSMUSG00000036639	ENSG00000106268	Nudt1	NUDT1
ENSMUSG00000060105	ENSG00000181023	Olfr504	OR56B1
ENSMUSG00000059305	ENSG00000169575	Vpreb1	VPREB1
ENSMUSG00000040147	ENSG00000069535	Maob	MAOB
ENSMUSG00000031843	ENSG00000135698	Mphosph6	MPHOSPH6
ENSMUSG00000046727	ENSG00000120306	Cystm1	CYSTM1
ENSMUSG00000055561	ENSG00000133710	Spink5	SPINK5
ENSMUSG00000068329	ENSG00000115317	Htra2	HTRA2
ENSMUSG00000069306	ENSG00000197837	Hist1h4m	HIST4H4
ENSMUSG00000061482	ENSG00000197837	Hist1h4d	HIST4H4
ENSMUSG00000030616	ENSG00000137501	Sytl2	SYTL2
ENSMUSG00000073894	ENSG00000175718	Rbmxl2	RBMXL3
ENSMUSG00000057788	ENSG00000105671	Ddx49	DDX49
ENSMUSG00000031565	ENSG00000077782	Fgfr1	FGFR1
ENSMUSG00000014786	ENSG00000135740	Slc9a5	SLC9A5
ENSMUSG00000022095	ENSG00000158863	Fam160b2	FAM160B2
ENSMUSG00000090935	ENSG00000213463	Synj2bp	SYNJ2BP
ENSMUSG00000066721	ENSG00000176472	Zfp575	ZNF575
ENSMUSG00000027378	ENSG00000144061	Nphp1	NPHP1
ENSMUSG00000033595	ENSG00000168481	Lgi3	LGI3
ENSMUSG00000033788	ENSG00000135636	Dysf	DYSF
ENSMUSG00000033762	ENSG00000160957	Recql4	RECQL4
ENSMUSG00000039449	ENSG00000165630	Prpf18	PRPF18
ENSMUSG00000074220	ENSG00000161298	Zfp382	ZNF382
ENSMUSG00000006218	ENSG00000185519	Fam131c	FAM131C
ENSMUSG00000029439	ENSG00000061936	Sfswap	SFSWAP
ENSMUSG00000066551	ENSG00000189403	Hmgb1	HMGB1
ENSMUSG00000028655	ENSG00000168389	Mfsd2a	MFSD2A
ENSMUSG00000039396	ENSG00000109674	Neil3	NEIL3
ENSMUSG00000028957	ENSG00000049246	Per3	PER3
ENSMUSG00000060397	ENSG00000278129	Zfp128	ZNF8
ENSMUSG00000059456	ENSG00000120899	Ptk2b	PTK2B
ENSMUSG00000022200	ENSG00000113384	Golph3	GOLPH3
ENSMUSG00000026726	ENSG00000107611	Cubn	CUBN
ENSMUSG00000101174	ENSG00000170166	Hoxd4	HOXD4
ENSMUSG00000100642	ENSG00000170166	Gm28230	HOXD4
ENSMUSG00000026289	ENSG00000085978	Atg16l1	ATG16L1
ENSMUSG00000030865	ENSG00000166869	Chp2	CHP2
ENSMUSG00000027245	ENSG00000242028	Hypk	HYPK
