pigID	HumanID	pigGeneSymbol	HumanGeneSymbol
ENSSSCG00000002009	ENSG00000100889	PCK2	PCK2
ENSSSCG00000026520	ENSG00000101846	NA	STS
ENSSSCG00000010133	ENSG00000099889	ARVCF	ARVCF
ENSSSCG00000006571	ENSG00000143624	INTS3	INTS3
ENSSSCG00000040889	ENSG00000134248	LAMTOR5	LAMTOR5
ENSSSCG00000032498	ENSG00000166411	IDH3A	IDH3A
ENSSSCG00000034814	ENSG00000053372	MRTO4	MRTO4
ENSSSCG00000004388	ENSG00000118690	ARMC2	ARMC2
ENSSSCG00000039173	ENSG00000184785	NA	SMIM10
ENSSSCG00000034668	ENSG00000184785	NA	SMIM10
ENSSSCG00000036598	ENSG00000184785	NA	SMIM10
ENSSSCG00000006374	ENSG00000122223	CD244	CD244
ENSSSCG00000038367	ENSG00000177051	FBXO46	FBXO46
ENSSSCG00000004331	ENSG00000118412	CASP8AP2	CASP8AP2
ENSSSCG00000034101	ENSG00000180902	D2HGDH	D2HGDH
ENSSSCG00000028115	ENSG00000118514	ALDH8A1	ALDH8A1
ENSSSCG00000000536	ENSG00000087502	ERGIC2	ERGIC2
ENSSSCG00000009866	ENSG00000166529	NA	ZSCAN21
ENSSSCG00000015590	ENSG00000162769	FLVCR1	FLVCR1
ENSSSCG00000012382	ENSG00000089289	NA	IGBP1
ENSSSCG00000000171	ENSG00000136026	CKAP4	CKAP4
ENSSSCG00000037110	ENSG00000183036	PCP4	PCP4
ENSSSCG00000035595	ENSG00000143341	HMCN1	HMCN1
ENSSSCG00000008816	ENSG00000170448	NFXL1	NFXL1
ENSSSCG00000030125	ENSG00000183291	SELENOF	SELENOF
ENSSSCG00000036106	ENSG00000037042	TUBG2	TUBG2
ENSSSCG00000017382	ENSG00000108799	EZH1	EZH1
ENSSSCG00000000864	ENSG00000111666	CHPT1	CHPT1
ENSSSCG00000006071	ENSG00000132549	VPS13B	VPS13B
ENSSSCG00000000290	ENSG00000111481	COPZ1	COPZ1
ENSSSCG00000001342	ENSG00000204599	TRIM39	TRIM39
ENSSSCG00000008997	ENSG00000171564	FGB	FGB
ENSSSCG00000006469	ENSG00000143314	MRPL24	MRPL24
ENSSSCG00000004716	ENSG00000137842	TMEM62	TMEM62
ENSSSCG00000003439	ENSG00000162496	DHRS3	DHRS3
ENSSSCG00000037025	ENSG00000130300	PLVAP	PLVAP
ENSSSCG00000011950	ENSG00000144815	NXPE3	NXPE3
ENSSSCG00000001885	ENSG00000167173	C15orf39	C15orf39
ENSSSCG00000001507	ENSG00000231925	TAPBP	TAPBP
ENSSSCG00000031918	ENSG00000179091	CYC1	CYC1
ENSSSCG00000026990	ENSG00000114023	FAM162A	FAM162A
ENSSSCG00000023362	ENSG00000129667	RHBDF2	RHBDF2
ENSSSCG00000014356	ENSG00000170464	DNAJC18	DNAJC18
ENSSSCG00000038504	ENSG00000107872	FBXL15	FBXL15
ENSSSCG00000005643	ENSG00000183629	NA	GOLGA8G
ENSSSCG00000012045	ENSG00000159197	KCNE2	KCNE2
ENSSSCG00000008240	ENSG00000152292	SH2D6	SH2D6
ENSSSCG00000013540	ENSG00000125650	PSPN	PSPN
ENSSSCG00000033204	ENSG00000106714	NA	CNTNAP3
ENSSSCG00000003156	ENSG00000130528	HRC	HRC
ENSSSCG00000008181	ENSG00000115514	TXNDC9	TXNDC9
ENSSSCG00000040643	ENSG00000182533	CAV3	CAV3
ENSSSCG00000036449	ENSG00000131482	G6PC	G6PC
ENSSSCG00000034868	ENSG00000263620	NA	AC129492.3
ENSSSCG00000013727	ENSG00000123144	TRIR	TRIR
ENSSSCG00000012063	ENSG00000157538	VPS26C	VPS26C
ENSSSCG00000014882	ENSG00000048649	RSF1	RSF1
ENSSSCG00000011947	ENSG00000170044	ZPLD1	ZPLD1
ENSSSCG00000000184	ENSG00000181418	DDN	DDN
ENSSSCG00000009732	ENSG00000072609	CHFR	CHFR
ENSSSCG00000017248	ENSG00000166685	COG1	COG1
ENSSSCG00000029886	ENSG00000133800	LYVE1	LYVE1
ENSSSCG00000024827	ENSG00000114626	ABTB1	ABTB1
ENSSSCG00000037427	ENSG00000174915	PTDSS2	PTDSS2
ENSSSCG00000032779	ENSG00000184140	NA	OR4F6
ENSSSCG00000009184	ENSG00000198099	ADH4	ADH4
ENSSSCG00000031186	ENSG00000213064	NA	SFT2D2
ENSSSCG00000036734	ENSG00000211785	NA	TRAV12-1
ENSSSCG00000009354	ENSG00000133101	CCNA1	CCNA1
ENSSSCG00000010074	ENSG00000169314	NA	C22orf15
ENSSSCG00000008236	ENSG00000152291	NA	TGOLN2
ENSSSCG00000000502	ENSG00000111596	CNOT2	CNOT2
ENSSSCG00000037006	ENSG00000102313	NA	ITIH6
ENSSSCG00000037070	ENSG00000215045	GRID2IP	GRID2IP
ENSSSCG00000032373	ENSG00000221989	NA	OR2A2
ENSSSCG00000034513	ENSG00000221989	NA	OR2A2
ENSSSCG00000038696	ENSG00000221989	NA	OR2A2
ENSSSCG00000035625	ENSG00000221989	NA	OR2A2
ENSSSCG00000016339	ENSG00000132323	ILKAP	ILKAP
ENSSSCG00000016224	ENSG00000198814	NA	GK
ENSSSCG00000017198	ENSG00000161533	ACOX1	ACOX1
ENSSSCG00000008549	ENSG00000163798	SLC4A1AP	SLC4A1AP
ENSSSCG00000011326	ENSG00000160801	PTH1R	PTH1R
ENSSSCG00000022689	ENSG00000099860	GADD45B	GADD45B
ENSSSCG00000036933	ENSG00000126368	NR1D1	NR1D1
ENSSSCG00000017462	ENSG00000171446	KRT27	KRT27
ENSSSCG00000014140	ENSG00000178015	GPR150	GPR150
ENSSSCG00000036665	ENSG00000160908	ZNF394	ZNF394
ENSSSCG00000034844	ENSG00000285053	NA	TBCE
ENSSSCG00000028062	ENSG00000196507	NA	TCEAL3
ENSSSCG00000012524	ENSG00000196507	NA	TCEAL3
ENSSSCG00000013895	ENSG00000099308	MAST3	MAST3
ENSSSCG00000011450	ENSG00000055957	ITIH1	ITIH1
ENSSSCG00000035771	ENSG00000175110	MRPS22	MRPS22
ENSSSCG00000040066	ENSG00000162722	TRIM58	TRIM58
ENSSSCG00000003468	ENSG00000116786	PLEKHM2	PLEKHM2
ENSSSCG00000040431	ENSG00000213139	CRYGS	CRYGS
ENSSSCG00000010651	ENSG00000099204	ABLIM1	ABLIM1
ENSSSCG00000029879	ENSG00000012223	LTF	LTF
ENSSSCG00000002470	ENSG00000089737	DDX24	DDX24
ENSSSCG00000010780	ENSG00000130649	CYP2E1	CYP2E1
ENSSSCG00000034297	ENSG00000069812	HES2	HES2
ENSSSCG00000017226	ENSG00000172782	FADS6	FADS6
ENSSSCG00000007992	ENSG00000007541	PIGQ	PIGQ
ENSSSCG00000030582	ENSG00000156127	BATF	BATF
ENSSSCG00000007554	ENSG00000178381	ZFAND2A	ZFAND2A
ENSSSCG00000021241	ENSG00000160323	ADAMTS13	ADAMTS13
ENSSSCG00000004996	ENSG00000179454	KLHL28	KLHL28
ENSSSCG00000011439	ENSG00000010318	PHF7	PHF7
ENSSSCG00000016843	ENSG00000197603	CPLANE1	CPLANE1
ENSSSCG00000032251	ENSG00000204103	MAFB	MAFB
ENSSSCG00000035290	ENSG00000198089	NA	SFI1
ENSSSCG00000013320	ENSG00000007372	PAX6	PAX6
ENSSSCG00000024125	ENSG00000102753	KPNA3	KPNA3
ENSSSCG00000009684	ENSG00000175806	MSRA	MSRA
ENSSSCG00000006997	ENSG00000179046	TRIML2	TRIML2
ENSSSCG00000035057	ENSG00000198863	RUNDC1	RUNDC1
ENSSSCG00000013226	ENSG00000110536	PTPMT1	PTPMT1
ENSSSCG00000012397	ENSG00000285171	NA	AL590764.2
ENSSSCG00000024598	ENSG00000132356	PRKAA1	PRKAA1
ENSSSCG00000037985	ENSG00000130349	C6orf203	C6orf203
ENSSSCG00000039581	ENSG00000229769	NA	TRBV10-2
ENSSSCG00000027792	ENSG00000151131	C12orf45	C12orf45
ENSSSCG00000029430	ENSG00000117408	IPO13	IPO13
ENSSSCG00000010897	ENSG00000177888	ZBTB41	ZBTB41
ENSSSCG00000007585	ENSG00000075624	ACTB	ACTB
ENSSSCG00000034791	ENSG00000129214	NA	SHBG
ENSSSCG00000004509	ENSG00000101670	LIPG	LIPG
ENSSSCG00000017470	ENSG00000131746	TNS4	TNS4
ENSSSCG00000036582	ENSG00000175701	MTLN	MTLN
ENSSSCG00000035554	ENSG00000187416	LHFPL3	LHFPL3
ENSSSCG00000040888	ENSG00000174943	KCTD13	KCTD13
ENSSSCG00000006375	ENSG00000122224	LY9	LY9
ENSSSCG00000005749	ENSG00000169925	BRD3	BRD3
ENSSSCG00000010554	ENSG00000099194	SCD	SCD
ENSSSCG00000001402	ENSG00000204498	NFKBIL1	NFKBIL1
ENSSSCG00000000486	ENSG00000111581	NUP107	NUP107
ENSSSCG00000031142	ENSG00000163864	NMNAT3	NMNAT3
ENSSSCG00000018058	ENSG00000275832	ARHGAP23	ARHGAP23
ENSSSCG00000037998	ENSG00000116030	NA	SUMO1
ENSSSCG00000035842	ENSG00000116030	SUMO1	SUMO1
ENSSSCG00000000182	ENSG00000169884	WNT10B	WNT10B
ENSSSCG00000018008	ENSG00000133028	SCO1	SCO1
ENSSSCG00000027709	ENSG00000138496	PARP9	PARP9
ENSSSCG00000000272	ENSG00000185591	SP1	SP1
ENSSSCG00000030879	ENSG00000166959	NA	MS4A8
ENSSSCG00000039057	ENSG00000189292	ALKAL2	ALKAL2
ENSSSCG00000029741	ENSG00000006451	RALA	RALA
ENSSSCG00000002525	ENSG00000131323	TRAF3	TRAF3
ENSSSCG00000005063	ENSG00000165588	NA	OTX2
ENSSSCG00000039037	ENSG00000165588	NA	OTX2
ENSSSCG00000025117	ENSG00000111676	ATN1	ATN1
ENSSSCG00000022434	ENSG00000159917	ZNF235	ZNF235
ENSSSCG00000017706	ENSG00000270379	HEATR9	HEATR9
ENSSSCG00000006464	ENSG00000198400	NTRK1	NTRK1
ENSSSCG00000017865	ENSG00000040531	CTNS	CTNS
ENSSSCG00000009924	ENSG00000076513	ANKRD13A	ANKRD13A
ENSSSCG00000026984	ENSG00000147113	CXorf36	CXorf36
ENSSSCG00000016044	ENSG00000128699	NA	ORMDL1
ENSSSCG00000004829	ENSG00000158966	CACHD1	CACHD1
ENSSSCG00000005105	ENSG00000259494	MRPL46	MRPL46
ENSSSCG00000036620	ENSG00000132768	DPH2	DPH2
ENSSSCG00000025708	ENSG00000011677	GABRA3	GABRA3
ENSSSCG00000004670	ENSG00000166920	C15orf48	C15orf48
ENSSSCG00000038765	ENSG00000182118	FAM89A	FAM89A
ENSSSCG00000031449	ENSG00000083807	SLC27A5	SLC27A5
ENSSSCG00000022060	ENSG00000189431	RASSF10	RASSF10
ENSSSCG00000034345	ENSG00000168939	SPRY3	SPRY3
ENSSSCG00000028148	ENSG00000198947	DMD	DMD
ENSSSCG00000017779	ENSG00000109118	PHF12	PHF12
ENSSSCG00000014891	ENSG00000033327	GAB2	GAB2
ENSSSCG00000017214	ENSG00000125449	ARMC7	ARMC7
ENSSSCG00000032304	ENSG00000090316	MAEA	MAEA
ENSSSCG00000007559	ENSG00000198517	MAFK	MAFK
ENSSSCG00000006544	ENSG00000160714	UBE2Q1	UBE2Q1
ENSSSCG00000028340	ENSG00000204382	NA	XAGE1B
ENSSSCG00000020758	ENSG00000124588	NQO2	NQO2
ENSSSCG00000012792	ENSG00000102032	RENBP	RENBP
ENSSSCG00000003499	ENSG00000187980	PLA2G2C	PLA2G2C
ENSSSCG00000026916	ENSG00000142541	NA	RPL13A
ENSSSCG00000002808	ENSG00000166188	ZNF319	ZNF319
ENSSSCG00000007797	ENSG00000005844	ITGAL	ITGAL
ENSSSCG00000027820	ENSG00000091972	CD200	CD200
ENSSSCG00000038156	ENSG00000134970	TMED7	TMED7
ENSSSCG00000035218	ENSG00000093072	ADA2	ADA2
ENSSSCG00000013833	ENSG00000105143	SLC1A6	SLC1A6
ENSSSCG00000022968	ENSG00000112379	ARFGEF3	ARFGEF3
ENSSSCG00000001493	ENSG00000146143	PRIM2	PRIM2
ENSSSCG00000000704	ENSG00000139192	TAPBPL	TAPBPL
ENSSSCG00000037263	ENSG00000196470	SIAH1	SIAH1
ENSSSCG00000015300	ENSG00000182348	ZNF804B	ZNF804B
ENSSSCG00000017055	ENSG00000172568	NA	FNDC9
ENSSSCG00000024938	ENSG00000131370	SH3BP5	SH3BP5
ENSSSCG00000038965	ENSG00000198576	ARC	ARC
ENSSSCG00000016205	ENSG00000187736	NHEJ1	NHEJ1
ENSSSCG00000033987	ENSG00000170035	UBE2E3	UBE2E3
ENSSSCG00000033346	ENSG00000004779	NA	NDUFAB1
ENSSSCG00000033034	ENSG00000004779	NA	NDUFAB1
ENSSSCG00000005587	ENSG00000119408	NEK6	NEK6
ENSSSCG00000040786	ENSG00000115306	SPTBN1	SPTBN1
ENSSSCG00000038774	ENSG00000156711	MAPK13	MAPK13
ENSSSCG00000039027	ENSG00000067445	TRO	TRO
ENSSSCG00000021036	ENSG00000169213	RAB3B	RAB3B
ENSSSCG00000004569	ENSG00000103642	LACTB	LACTB
ENSSSCG00000021977	ENSG00000152642	GPD1L	GPD1L
ENSSSCG00000000148	ENSG00000100336	NA	APOL4
ENSSSCG00000039706	ENSG00000100336	NA	APOL4
ENSSSCG00000040798	ENSG00000172789	HOXC5	HOXC5
ENSSSCG00000016556	ENSG00000106477	CEP41	CEP41
ENSSSCG00000023033	ENSG00000041880	PARP3	PARP3
ENSSSCG00000015313	ENSG00000285953	NA	AC000120.3
ENSSSCG00000002090	ENSG00000211790	NA	TRAV8-4
ENSSSCG00000002071	ENSG00000211790	NA	TRAV8-4
ENSSSCG00000009855	ENSG00000171435	KSR2	KSR2
ENSSSCG00000033626	ENSG00000072310	SREBF1	SREBF1
ENSSSCG00000006302	ENSG00000143147	GPR161	GPR161
ENSSSCG00000011636	ENSG00000170819	BFSP2	BFSP2
ENSSSCG00000006206	ENSG00000104205	SGK3	SGK3
ENSSSCG00000002658	ENSG00000176678	FOXL1	FOXL1
ENSSSCG00000023349	ENSG00000169957	ZNF768	ZNF768
ENSSSCG00000012903	ENSG00000110697	PITPNM1	PITPNM1
ENSSSCG00000003819	ENSG00000132855	ANGPTL3	ANGPTL3
ENSSSCG00000003085	ENSG00000104853	CLPTM1	CLPTM1
ENSSSCG00000010182	ENSG00000135773	CAPN9	CAPN9
ENSSSCG00000008575	ENSG00000143970	ASXL2	ASXL2
ENSSSCG00000015450	ENSG00000197362	ZNF786	ZNF786
ENSSSCG00000040026	ENSG00000143543	NA	JTB
ENSSSCG00000032057	ENSG00000172031	NA	EPHX4
ENSSSCG00000000076	ENSG00000100359	SGSM3	SGSM3
ENSSSCG00000033204	ENSG00000154529	NA	CNTNAP3B
ENSSSCG00000000612	ENSG00000171681	ATF7IP	ATF7IP
ENSSSCG00000006982	ENSG00000104219	ZDHHC2	ZDHHC2
ENSSSCG00000007435	ENSG00000100979	NA	PLTP
ENSSSCG00000007477	ENSG00000101096	NFATC2	NFATC2
ENSSSCG00000021586	ENSG00000178764	ZHX2	ZHX2
ENSSSCG00000003402	ENSG00000142657	PGD	PGD
ENSSSCG00000012594	ENSG00000123496	IL13RA2	IL13RA2
ENSSSCG00000004346	ENSG00000184486	POU3F2	POU3F2
ENSSSCG00000003043	ENSG00000142025	NA	DMRTC2
ENSSSCG00000016170	ENSG00000138376	BARD1	BARD1
ENSSSCG00000033643	ENSG00000146938	NA	NLGN4X
ENSSSCG00000017237	ENSG00000178789	NA	CD300LB
ENSSSCG00000006231	ENSG00000171316	CHD7	CHD7
ENSSSCG00000001824	ENSG00000070476	ZXDC	ZXDC
ENSSSCG00000001090	ENSG00000112294	ALDH5A1	ALDH5A1
ENSSSCG00000029538	ENSG00000137713	PPP2R1B	PPP2R1B
ENSSSCG00000037325	ENSG00000120942	UBIAD1	UBIAD1
ENSSSCG00000023377	ENSG00000142227	EMP3	EMP3
ENSSSCG00000006031	ENSG00000164841	TMEM74	TMEM74
ENSSSCG00000037755	ENSG00000156831	NSMCE2	NSMCE2
ENSSSCG00000012530	ENSG00000184905	NA	TCEAL2
ENSSSCG00000007720	ENSG00000006704	GTF2IRD1	GTF2IRD1
ENSSSCG00000005379	ENSG00000119514	GALNT12	GALNT12
ENSSSCG00000002960	ENSG00000171777	RASGRP4	RASGRP4
ENSSSCG00000039629	ENSG00000125629	NA	INSIG2
ENSSSCG00000000848	ENSG00000120820	GLT8D2	GLT8D2
ENSSSCG00000039297	ENSG00000165204	OR1K1	OR1K1
ENSSSCG00000009425	ENSG00000281883	NA	AL512506.3
ENSSSCG00000032652	ENSG00000172716	NA	SLFN11
ENSSSCG00000023478	ENSG00000076351	SLC46A1	SLC46A1
ENSSSCG00000006761	ENSG00000118655	DCLRE1B	DCLRE1B
ENSSSCG00000003459	ENSG00000215704	CELA2A	CELA2B
ENSSSCG00000032073	ENSG00000278817	NA	AC007325.4
ENSSSCG00000038031	ENSG00000111605	CPSF6	CPSF6
ENSSSCG00000003950	ENSG00000066056	TIE1	TIE1
ENSSSCG00000037108	ENSG00000175077	RTP1	RTP1
ENSSSCG00000011482	ENSG00000163689	C3orf67	C3orf67
ENSSSCG00000004191	ENSG00000079931	MOXD1	MOXD1
ENSSSCG00000027076	ENSG00000187954	CYHR1	CYHR1
ENSSSCG00000039751	ENSG00000140853	NLRC5	NLRC5
ENSSSCG00000033560	ENSG00000206073	NA	SERPINB4
ENSSSCG00000033903	ENSG00000206073	NA	SERPINB4
ENSSSCG00000031170	ENSG00000152558	NA	TMEM123
ENSSSCG00000017493	ENSG00000186075	ZPBP2	ZPBP2
ENSSSCG00000010295	ENSG00000122882	ECD	ECD
ENSSSCG00000033006	ENSG00000213920	NA	MDP1
ENSSSCG00000011274	ENSG00000168036	CTNNB1	CTNNB1
ENSSSCG00000001756	ENSG00000136381	IREB2	IREB2
ENSSSCG00000006979	ENSG00000038945	MSR1	MSR1
ENSSSCG00000012291	ENSG00000068394	GPKOW	GPKOW
ENSSSCG00000040103	ENSG00000239857	GET4	GET4
ENSSSCG00000009144	ENSG00000164089	ETNPPL	ETNPPL
ENSSSCG00000039206	ENSG00000163794	UCN	UCN
ENSSSCG00000004322	ENSG00000135299	ANKRD6	ANKRD6
ENSSSCG00000002245	ENSG00000134152	KATNBL1	KATNBL1
ENSSSCG00000002795	ENSG00000140937	CDH11	CDH11
ENSSSCG00000022343	ENSG00000074800	ENO1	ENO1
ENSSSCG00000008820	ENSG00000135605	TEC	TEC
ENSSSCG00000006267	ENSG00000168300	PCMTD1	PCMTD1
ENSSSCG00000030679	ENSG00000179476	C14orf28	C14orf28
ENSSSCG00000009162	ENSG00000164037	NA	SLC9B1
ENSSSCG00000015412	ENSG00000135205	CCDC146	CCDC146
ENSSSCG00000007564	ENSG00000174945	AMZ1	AMZ1
ENSSSCG00000013432	ENSG00000167470	MIDN	MIDN
ENSSSCG00000033509	ENSG00000187634	SAMD11	SAMD11
ENSSSCG00000023915	ENSG00000181856	SLC2A4	SLC2A4
ENSSSCG00000008262	ENSG00000135622	SEMA4F	SEMA4F
ENSSSCG00000034826	ENSG00000204849	NA	SPATA31A1
ENSSSCG00000031798	ENSG00000158486	DNAH3	DNAH3
ENSSSCG00000001950	ENSG00000100890	NA	KIAA0391
ENSSSCG00000013382	ENSG00000166689	PLEKHA7	PLEKHA7
ENSSSCG00000011549	ENSG00000114026	OGG1	OGG1
ENSSSCG00000007515	ENSG00000198768	APCDD1L	APCDD1L
ENSSSCG00000012954	ENSG00000174903	RAB1B	RAB1B
ENSSSCG00000011745	ENSG00000163558	PRKCI	PRKCI
ENSSSCG00000034720	ENSG00000174628	IQCK	IQCK
ENSSSCG00000037797	ENSG00000214042	IFN-ALPHA-17	IFNA7
ENSSSCG00000039065	ENSG00000214042	IFN-ALPHA-16	IFNA7
ENSSSCG00000033254	ENSG00000214042	IFN-ALPHA-13	IFNA7
ENSSSCG00000032868	ENSG00000214042	IFN-ALPHA-4	IFNA7
ENSSSCG00000034800	ENSG00000214042	IFN-ALPHA-10	IFNA7
ENSSSCG00000034142	ENSG00000214042	NA	IFNA7
ENSSSCG00000034088	ENSG00000214042	IFN-ALPHA-14	IFNA7
ENSSSCG00000037603	ENSG00000214042	NA	IFNA7
ENSSSCG00000031149	ENSG00000214042	IFN-ALPHA-15	IFNA7
ENSSSCG00000037624	ENSG00000214042	IFN-ALPHA-8	IFNA7
ENSSSCG00000027935	ENSG00000134775	FHOD3	FHOD3
ENSSSCG00000032566	ENSG00000174306	ZHX3	ZHX3
ENSSSCG00000026701	ENSG00000173868	NA	PHOSPHO1
ENSSSCG00000033286	ENSG00000173868	NA	PHOSPHO1
ENSSSCG00000036018	ENSG00000124701	APOBEC2	APOBEC2
ENSSSCG00000032846	ENSG00000104331	IMPAD1	IMPAD1
ENSSSCG00000002497	ENSG00000213231	TCL1B	TCL1B
ENSSSCG00000007364	ENSG00000101052	IFT52	IFT52
ENSSSCG00000004405	ENSG00000112367	FIG4	FIG4
ENSSSCG00000027970	ENSG00000280893	NA	AC009133.6
ENSSSCG00000012663	ENSG00000165675	ENOX2	ENOX2
ENSSSCG00000027863	ENSG00000124818	OPN5	OPN5
ENSSSCG00000012346	ENSG00000238269	PAGE2B	PAGE2B
ENSSSCG00000006511	ENSG00000160753	RUSC1	RUSC1
ENSSSCG00000026130	ENSG00000044524	EPHA3	EPHA3
ENSSSCG00000006760	ENSG00000163349	HIPK1	HIPK1
ENSSSCG00000029989	ENSG00000118579	MED28	MED28
ENSSSCG00000011360	ENSG00000008300	CELSR3	CELSR3
ENSSSCG00000004460	ENSG00000005700	IBTK	IBTK
ENSSSCG00000012940	ENSG00000174684	B4GAT1	B4GAT1
ENSSSCG00000006328	ENSG00000143171	RXRG	RXRG
ENSSSCG00000002306	ENSG00000100626	GALNT16	GALNT16
ENSSSCG00000003161	ENSG00000126460	PRRG2	PRRG2
ENSSSCG00000011436	ENSG00000239732	NA	TLR9
ENSSSCG00000026097	ENSG00000078081	LAMP3	LAMP3
ENSSSCG00000006126	ENSG00000104325	DECR1	DECR1
ENSSSCG00000028186	ENSG00000099364	FBXL19	FBXL19
ENSSSCG00000004752	ENSG00000178997	EXD1	EXD1
ENSSSCG00000008030	ENSG00000007520	TSR3	TSR3
ENSSSCG00000003429	ENSG00000011021	CLCN6	CLCN6
ENSSSCG00000031161	ENSG00000217555	CKLF	CKLF
ENSSSCG00000004645	ENSG00000104064	GABPB1	GABPB1
ENSSSCG00000011110	ENSG00000151468	CCDC3	CCDC3
ENSSSCG00000037542	ENSG00000126246	NA	IGFLR1
ENSSSCG00000002436	ENSG00000165914	TTC7B	TTC7B
ENSSSCG00000007569	ENSG00000275572	GRIFIN	GRIFIN
ENSSSCG00000024497	ENSG00000166736	HTR3A	HTR3A
ENSSSCG00000001951	ENSG00000100902	PSMA6	PSMA6
ENSSSCG00000035153	ENSG00000112343	TRIM38	TRIM38
ENSSSCG00000003552	ENSG00000127423	AUNIP	AUNIP
ENSSSCG00000040702	ENSG00000154781	CCDC174	CCDC174
ENSSSCG00000012884	ENSG00000110075	PPP6R3	PPP6R3
ENSSSCG00000005182	ENSG00000164989	CCDC171	CCDC171
ENSSSCG00000005914	ENSG00000179526	SHARPIN	SHARPIN
ENSSSCG00000004942	ENSG00000075131	TIPIN	TIPIN
ENSSSCG00000040184	ENSG00000136153	LMO7	LMO7
ENSSSCG00000033175	ENSG00000111961	SASH1	SASH1
ENSSSCG00000026896	ENSG00000160917	CPSF4	CPSF4
ENSSSCG00000032123	ENSG00000134548	SPX	SPX
ENSSSCG00000038973	ENSG00000058272	PPP1R12A	PPP1R12A
ENSSSCG00000023366	ENSG00000124596	OARD1	OARD1
ENSSSCG00000035574	ENSG00000155918	NA	RAET1L
ENSSSCG00000002372	ENSG00000119596	YLPM1	YLPM1
ENSSSCG00000036789	ENSG00000156885	COX6A2	COX6A2
ENSSSCG00000006470	ENSG00000143303	RRNAD1	RRNAD1
ENSSSCG00000014324	ENSG00000120729	MYOT	MYOT
ENSSSCG00000032162	ENSG00000181631	P2RY13	P2RY13
ENSSSCG00000031944	ENSG00000146039	NA	SLC17A4
ENSSSCG00000038705	ENSG00000146039	NA	SLC17A4
ENSSSCG00000001900	ENSG00000103653	CSK	CSK
ENSSSCG00000032902	ENSG00000169035	KLK7	KLK7
ENSSSCG00000004466	ENSG00000112742	TTK	TTK
ENSSSCG00000001838	ENSG00000140521	POLG	POLG
ENSSSCG00000012638	ENSG00000125675	GRIA3	GRIA3
ENSSSCG00000006553	ENSG00000143569	UBAP2L	UBAP2L
ENSSSCG00000031195	ENSG00000149133	NA	OR5F1
ENSSSCG00000013740	ENSG00000161860	SYCE2	SYCE2
ENSSSCG00000014852	ENSG00000137486	ARRB1	ARRB1
ENSSSCG00000014760	ENSG00000280021	OR51F1	OR51F1
ENSSSCG00000004064	ENSG00000049618	ARID1B	ARID1B
ENSSSCG00000033356	ENSG00000085721	RRN3	RRN3
ENSSSCG00000028730	ENSG00000152595	MEPE	MEPE
ENSSSCG00000012198	ENSG00000198798	MAGEB3	MAGEB3
ENSSSCG00000004520	ENSG00000141639	MAPK4	MAPK4
ENSSSCG00000039885	ENSG00000184007	PTP4A2	PTP4A2
ENSSSCG00000025128	ENSG00000178772	CPN2	CPN2
ENSSSCG00000001582	ENSG00000112139	MDGA1	MDGA1
ENSSSCG00000035046	ENSG00000099330	NA	OCEL1
ENSSSCG00000027503	ENSG00000091039	OSBPL8	OSBPL8
ENSSSCG00000037533	ENSG00000184270	HIST2H2AB	HIST2H2AB
ENSSSCG00000001689	ENSG00000172432	GTPBP2	GTPBP2
ENSSSCG00000010012	ENSG00000100036	SLC35E4	SLC35E4
ENSSSCG00000016658	ENSG00000011426	ANLN	ANLN
ENSSSCG00000036257	ENSG00000124802	NA	EEF1E1
ENSSSCG00000011596	ENSG00000170893	TRH	TRH
ENSSSCG00000009940	ENSG00000189046	ALKBH2	ALKBH2
ENSSSCG00000036695	ENSG00000136231	IGF2BP3	IGF2BP3
ENSSSCG00000040194	ENSG00000174740	PABPC5	PABPC5
ENSSSCG00000007522	ENSG00000101160	CTSZ	CTSZ
ENSSSCG00000040419	ENSG00000197619	NA	ZNF615
ENSSSCG00000033007	ENSG00000197619	NA	ZNF615
ENSSSCG00000017479	ENSG00000171475	WIPF2	WIPF2
ENSSSCG00000005029	ENSG00000087302	RTRAF	RTRAF
ENSSSCG00000001938	ENSG00000139874	SSTR1	SSTR1
ENSSSCG00000016579	ENSG00000128596	CCDC136	CCDC136
ENSSSCG00000005216	ENSG00000107014	NA	RLN2
ENSSSCG00000025992	ENSG00000154269	NA	ENPP3
ENSSSCG00000009169	ENSG00000138821	SLC39A8	SLC39A8
ENSSSCG00000014219	ENSG00000129596	CDO1	CDO1
ENSSSCG00000014376	ENSG00000112855	HARS2	HARS2
ENSSSCG00000033486	ENSG00000215113	NA	CXorf49B
ENSSSCG00000035808	ENSG00000215113	NA	CXorf49B
ENSSSCG00000039596	ENSG00000215113	NA	CXorf49B
ENSSSCG00000036832	ENSG00000196182	STK40	STK40
ENSSSCG00000040920	ENSG00000142875	PRKACB	PRKACB
ENSSSCG00000005943	ENSG00000008513	ST3GAL1	ST3GAL1
ENSSSCG00000030177	ENSG00000117395	EBNA1BP2	EBNA1BP2
ENSSSCG00000014997	ENSG00000196954	NA	CASP4
ENSSSCG00000000095	ENSG00000100226	GTPBP1	GTPBP1
ENSSSCG00000017713	ENSG00000108733	PEX12	PEX12
ENSSSCG00000005688	ENSG00000148344	PTGES	PTGES
ENSSSCG00000036854	ENSG00000111704	NA	NANOG
ENSSSCG00000040403	ENSG00000111704	NA	NANOG
