ID	osteoarthritisvsHealthy.control_logFC	osteoarthritisvsHealthy.control_padjFilter
TERF2	0.0195882784675696	NA
TERF2IP	0.151009599124787	0.290334938096501
TERT	-0.0645290140761441	NA
TES	-0.26854093547111	0.314010672562412
TESC	-0.0514010511112923	NA
TESK1	0.260251274887072	0.351247066801753
TESK2	0.0908467899294161	0.792089742664477
TESMIN	-0.120048003140271	NA
TESPA1	-0.0265943176366452	NA
TET1	0.403335554881416	NA
TET2	-0.334178182415982	NA
TET3	-0.0715923153385907	0.724011033351203
TEX10	0.451652671951956	0.031835978199547
TEX101	-0.352807096475317	NA
TEX11	-0.210883126479234	NA
TEX12	-0.0496669768174445	NA
TEX13A	-0.277479673062144	NA
TEX13B	-0.22691523500764	NA
TEX14	-0.0699606006333884	NA
TEX15	-0.0481411452752463	NA
TEX19	-0.136028118845116	NA
TEX2	-0.0981303613732942	0.559026890293646
TEX22	-0.0883251946788057	NA
TEX26	-0.0682621071894425	NA
TEX26-AS1	-0.0622718804582703	NA
TEX261	0.301011478421965	0.0613801741364759
TEX264	0.248263851011412	0.289481595284998
TEX28	0.143561181339898	NA
TEX29	-0.0700996617577658	NA
TEX30	-0.194440391817368	0.146967074862384
TEX33	0.112669787013184	NA
TEX35	-0.214411035594529	NA
TEX36	-0.122650179806259	NA
TEX36-AS1	0.0193709412665046	NA
TEX37	-0.0190646543474751	NA
TEX38	0.00132926384384024	NA
TEX41	-0.0428748709891069	NA
TEX43	-0.00121080538676832	NA
TEX44	-0.104629431426252	NA
TEX45	-0.126237261052951	NA
TEX46	-0.0606384437792462	NA
TEX47	-0.162582836275385	NA
TEX48	-0.342701008902186	0.095339288425198
TEX49	-0.074042739455261	NA
TEX51	-0.0466142595258479	NA
TEX55	-0.0879984447881523	NA
TEX9	0.00457736799377395	NA
TF	-0.61798620152214	NA
TFAM	0.204002734035379	0.373222585991854
TFAP2A	0.0401222564780626	NA
TFAP2A-AS1	0.0442564283306943	NA
TFAP2B	-0.0590355977982093	NA
TFAP2C	0.134277235635032	NA
TFAP2D	-0.119120308558456	NA
TFAP2E	-0.0939200462699645	0.542548367044629
TFAP4	-0.108095915897288	0.621279355082083
TFB1M	0.235381488619637	0.275985707727673
TFB2M	-0.181097866659389	NA
TFCP2	0.0135288273898926	0.973663090844613
TFCP2L1	-0.0470680129681522	0.888603445103943
TFDP1	0.6439096102846	0.0187725469144803
TFDP2	0.295403435223502	0.0942362239458155
TFDP3	-0.274110844396783	NA
TFE3	0.0538482826861229	NA
TFEB	0.484916258753741	0.0517864847609966
TFEC	0.445445804402507	NA
TFF1	-0.0239488224756021	NA
TFF2	-0.19353458842548	NA
TFF3	-0.372824917338582	NA
TFG	-0.0126482604811233	NA
TFIP11	-0.0609435953275996	NA
TFPI	-0.130837476802679	0.768443753922787
TFPI2	-0.035283993390455	NA
TFPT	0.318675292322908	0.096042737543063
TFR2	-0.175724643420214	NA
TFRC	-0.366555370816904	0.32474509031683
TG	-0.0564659536478826	NA
TGDS	-0.0185055754996268	NA
TGFA	-0.0372219535907723	NA
TGFB1	-0.0773054053555819	NA
TGFB1I1	0.499678486455176	0.188705800513457
TGFB2	-0.0709568454727636	NA
TGFB3	0.0605044646797097	0.686910562395088
TGFBI	-0.253000387691579	0.66360124531067
TGFBR1	-0.529246558379266	0.247904809863707
TGFBR2	-0.263247656867906	0.162194644879653
TGFBR3	-0.235943450294251	0.401478820733758
TGFBRAP1	0.0168614805141711	0.9316540895066
TGIF1	-0.212093836509478	0.557011998855794
TGIF2	-0.0143067266211361	0.961921585537254
TGIF2LY	-0.0897655648255182	NA
TGM1	-0.217617907790189	NA
TGM2	0.0184840741090841	NA
TGM3	0.0605424241131769	NA
TGM4	-0.421096362398665	NA
TGM5	0.0887832798992809	NA
TGM6	-0.146118857601608	0.305375237961051
TGM7	-0.095880038610944	NA
TGOLN2	0.227236092392031	0.525360895091318
TGS1	0.200799515017354	0.491442755372829
TH	-0.161357668028234	NA
TH2LCRR	-0.083429264318724	NA
THADA	-0.0858513128973692	NA
THAP1	0.348900991781156	0.205737447205403
THAP10	0.38908497644212	0.120260967327202
THAP11	0.0947208980197933	0.720651064028527
THAP12	-0.38601658105676	0.0339132553475789
THAP2	0.430856955245124	NA
THAP3	-0.229643151752086	0.157810265139138
THAP4	0.139437024013725	0.498453854503709
THAP5	0.290706682387823	0.0833975521937558
THAP6	-0.0390771688997029	0.792089742664477
THAP7	0.427700915424466	0.147493729842753
THAP7-AS1	0.0900872796743482	NA
THAP8	0.127524037399394	NA
THAP9	0.104141091275269	NA
THAP9-AS1	-0.149387338815294	0.610238650277817
THBD	0.364195377946638	0.383448026812891
THBS1	-0.613441678986413	NA
THBS2	0.376803454641427	0.436121567223121
THBS3	0.377531288904775	0.254655021190012
THBS4	0.381741610616945	0.422369373181537
THCAT158	-0.0391160356496609	NA
THEG	-0.0482896842101077	NA
THEG5	-0.139636028703518	NA
THEM4	0.141874787663737	0.605399765252881
THEM5	0.0360752571960905	NA
THEM6	0.24846793473612	NA
THEMIS	0.0488260124761202	NA
THEMIS2	0.364012901169696	0.2170402325302
THG1L	-0.0794146759829477	0.722643226822539
THNSL1	0.240208727403306	NA
THNSL2	-0.16954670519395	NA
THOC1	-0.572600379998267	0.0353041329964034
THOC2	-0.131019795192571	0.607168054047593
THOC5	0.104276187847047	NA
THOC6	-0.0717635825634444	NA
THOC7	0.0702715652758474	0.757645609866769
THOP1	0.188491346212822	NA
THORLNC	0.143074187191985	0.678060610072803
THPO	-0.106978826184905	NA
THRA	0.0730719231176815	NA
THRAP3	-0.040736537726703	0.84142826985148
THRB	-0.370359705073969	0.235332331823639
THRSP	-1.78175423002611	0.0613400685597923
THSD4	-0.0436094923697916	NA
THSD4-AS1	-0.0456607380902616	NA
THSD7A	-0.255775473178511	0.618598672061762
THSD7B	-0.533554264526499	NA
THTPA	0.277127564725872	0.262602831580985
THUMPD1	0.00840483342455833	0.966180087954612
THUMPD2	0.0502150778705088	0.816403340094301
THUMPD3	-0.101935343355517	0.679629802001791
THUMPD3-AS1	0.0368219173943558	NA
THY1	0.370330991734745	0.467309205803568
THYN1	0.221083329405765	0.331990046409551
TIA1	-0.0480155042645061	0.746454045911677
TIAF1	0.133850330688685	NA
TIAL1	0.290254986354107	0.0733351744647455
TIAM1	0.543978721116393	0.0525066966904589
TIAM2	0.128865716547875	NA
TICAM1	0.19170762002574	0.323702590936154
TICRR	-0.108444638733908	NA
TIE1	0.0653162598713299	NA
TIFA	0.235490846303898	NA
TIFAB	-0.221571107718957	NA
TIGAR	0.64020206832985	0.120260967327202
TIGD1	0.394148491067903	NA
TIGD2	0.385630045831443	0.264854606829939
TIGD3	-0.0955927118637163	0.586476690515186
TIGD4	-0.0720233501625316	NA
TIGD5	-0.350379077322952	0.152204350490635
TIGD6	-0.069173194714375	NA
TIGD7	0.0498254483336575	0.864250931100821
TIGIT	-0.0457733638284634	NA
TIMD4	0.631819434951182	0.221362445927886
TIMELESS	-0.0172181725940375	NA
TIMM10	0.851520334208207	0.0185831415498485
TIMM10B	0.400251306933157	0.0918099202095287
TIMM13	0.226261114171409	NA
TIMM17A	0.0773425738252937	0.729167700654897
TIMM17B	0.0916183274945785	0.480166694483697
TIMM21	-0.381148034850407	0.133012888479817
TIMM22	0.723831332837629	0.0302913828351502
TIMM23	-0.0603372968990974	NA
TIMM29	0.461953756058795	0.06532760081704
TIMM44	0.255827916754759	0.118521844970345
TIMM50	-0.0275812065378016	0.856217877615263
TIMM8A	-0.0591108489488361	NA
TIMM8B	-0.245556707529354	0.21625012960341
TIMM9	0.356294589359807	0.068320670309938
TIMMDC1	0.241376511159835	0.167864375084313
TIMP1	1.02178564716415	0.128345640694947
TIMP2	-0.209321974248979	0.478052115723242
TIMP3	0.521539337207008	0.192895845671008
TIMP4	-0.681744751757928	0.267298399781922
TINAG	-0.128621551230914	NA
TINAGL1	-0.142325076552713	0.621645140469821
TINCR	-0.281578694349983	NA
TINF2	0.148862637420628	0.481503213607191
TIPARP	-0.164763561247167	0.753834246550691
TIPARP-AS1	-0.223311393361232	NA
TIPIN	0.551870439663645	0.0442066742966894
TIPRL	0.483665045785933	0.0855745604090654
TIRAP	0.203969425027178	NA
TJAP1	0.244731904908307	0.164376072845365
TJP1	-0.163210250277494	0.428967280545019
TJP2	-0.121667695348154	NA
TJP3	-0.113417507114216	0.562952016104439
TK1	0.0870055216563976	NA
TK2	0.247706221122669	0.246586386723897
TKFC	-0.122347666906073	NA
TKT	0.0803221191717096	0.686366389540036
TKTL1	-0.0677131598628273	NA
TKTL2	-0.1075787813764	NA
TLCD1	0.144345234781378	NA
TLCD2	-0.0906147081681139	0.84277735582287
TLCD3A	0.270034619453013	0.351110580080767
TLCD3B	-0.447794739421214	0.0874742921205506
TLCD4	-0.283163303756383	NA
TLCD5	0.176338345849884	0.377251361935194
TLDC2	-0.0335488454036978	NA
TLE1	0.0524017567340191	NA
TLE2	0.243457691985204	0.205387897965916
TLE3	0.27511015680172	NA
TLE4	-0.10020123150221	NA
TLE5	0.285865572584801	0.296153681469954
TLE6	-0.0484511504643175	NA
TLK1	-0.156046316855606	NA
TLK2	-0.027567778661485	0.826691631899173
TLL1	-0.0151057566600539	NA
TLL2	-0.0433101756626995	NA
TLN1	0.0043536995249287	NA
TLN2	-0.356186305169166	0.285944393031162
TLNRD1	-0.00979261347050286	0.966986524469319
TLR1	0.477344015244581	NA
TLR10	-0.17023199362051	NA
TLR2	0.238220947339888	0.59295592977328
TLR3	0.197802462738587	0.505732793236582
TLR4	0.187245726995424	0.34416615165868
TLR5	0.0948943691864432	0.77577800638376
TLR6	0.0425532279378249	NA
TLR7	0.424394657366696	0.127725322631987
TLR8	0.211149944880552	NA
TLR8-AS1	-0.0514633326427325	NA
TLR9	-0.115589340035896	NA
TLX1	-0.234195573915235	NA
TLX2	-0.122547407789525	NA
TLX3	0.103087730690003	NA
TM2D1	0.436892749467719	0.0916022022074838
TM2D2	0.228022695518336	0.195301634405746
TM2D3	0.242944362826831	0.143401748561756
TM4SF1	-0.577936265953459	0.150086096009723
TM4SF18	-0.590099323195835	0.175984239917989
TM4SF20	-0.241498904859155	NA
TM4SF4	-0.120876193632221	NA
TM4SF5	-0.0986227384588672	NA
TM6SF1	0.214408870478168	0.503828201494839
TM6SF2	-0.313571338642074	NA
TM7SF2	-0.182726421619846	0.305375237961051
TM7SF3	-0.108646021920459	0.749338628882289
TM9SF1	0.179362724882109	0.146709353816305
TM9SF2	-0.0955049680132269	0.649355862504319
TM9SF3	0.281534719437197	0.210615514301189
TM9SF4	0.382904995060322	0.131678579820529
TMA16	0.0556919429585152	NA
TMA7	-0.0620592489075698	0.83673015464832
TMBIM4	-0.0634093325029212	0.848417893485591
TMBIM6	0.250089883821429	0.125138391151117
TMC1	-0.269332454589766	NA
TMC2	-0.00455723672402986	NA
TMC3-AS1	-0.182887511198975	NA
TMC4	-0.0252520739766151	0.923480770141856
TMC5	-0.072144115586859	NA
TMC6	-0.076764277900998	0.585918441523097
TMC7	-0.0214529221173603	NA
TMC8	-0.36867288277262	NA
TMCC1	0.14159729431476	0.598806930473938
TMCC1-AS1	0.0322500684619502	NA
TMCC2	-0.000337991610988908	NA
TMCC3	-0.0586212990480961	0.860903817611954
TMCO1	0.324747663613888	0.0459739092066696
TMCO1-AS1	-0.135352006375364	NA
TMCO2	-0.0247898611931454	NA
TMCO3	0.125225074855186	NA
TMCO4	0.0493734744594612	NA
TMCO5A	-0.097170537159823	NA
TMCO5B	-0.0896471920467801	NA
TMCO6	0.178078181128467	NA
TMED1	0.333755847222013	0.169922141056323
TMED10	0.221679911897965	0.356419356160671
TMED2	0.0811296566671169	NA
TMED3	-0.217356336804655	NA
TMED4	-0.0266552708985328	0.925923132811096
TMED5	0.0033847628924466	0.990654697821957
TMED6	-0.0200694737755032	NA
TMED8	0.512751049342486	0.123435936798957
TMED9	-0.0384122613481441	0.873699799721206
TMEFF2	0.403442175427056	NA
TMEM100	0.0671640096799493	0.892789039039176
TMEM101	0.0764686307369837	0.765952506681385
TMEM102	0.0380565638927157	NA
TMEM104	-0.183370008633404	0.362945609854422
TMEM105	-0.164436854584597	0.425062939830362
TMEM106A	0.297001649932363	NA
TMEM106B	0.190924726184203	0.44264435566926
TMEM106C	-0.205260567469754	0.130612366614208
TMEM107	0.237716337245919	0.230548530998958
TMEM108	0.274907833914197	0.321294215632138
TMEM108-AS1	-0.0966841589555445	NA
TMEM109	-0.0828897994832616	0.686328256806612
TMEM11	-0.177762997030497	0.448069430399558
TMEM114	-0.0493792789491492	0.775379781442757
TMEM115	0.320158520790804	0.106007060823393
TMEM116	-0.102857775694532	NA
TMEM117	0.0186244891532894	0.943680893184064
TMEM119	0.559837177640934	NA
TMEM120A	0.309137883254055	0.120563328428129
TMEM120B	0.0294359843278063	NA
TMEM121	-0.104461179998431	NA
TMEM121B	0.167568645725582	NA
TMEM123	-0.129821782906237	0.573102246360521
TMEM125	-0.160363291095716	NA
TMEM126A	0.283042381846982	0.241272370405321
TMEM126B	0.113090645934751	0.367088185440576
TMEM127	-0.316535882654351	0.112137774124375
TMEM128	-0.0394842332365251	0.895134680212934
TMEM129	0.130098463495257	0.585920457240173
TMEM130	0.045808192407887	NA
TMEM131	0.0742368210071991	0.621173472925555
TMEM131L	-0.111330493003232	0.589328146307247
TMEM132A	-0.122073100429526	0.485880088802739
TMEM132B	-0.0580178107654703	NA
TMEM132C	-1.53764246906632	0.0297473012804559
TMEM132D	-0.0380700692635867	NA
TMEM132D-AS1	-0.0141760328782183	NA
TMEM132D-AS2	-0.129830919319332	NA
TMEM132E	-0.147439396482509	NA
TMEM134	0.00673034118534144	NA
TMEM135	-0.318589741474401	0.0632409343749848
TMEM138	0.490941388195385	0.108565955524057
TMEM139	-0.153479306236215	NA
TMEM140	0.140018996172281	0.664528016817747
TMEM141	-0.0112239283862117	0.948960472053239
TMEM143	-0.0814300172068965	0.673269527189779
TMEM144	-0.119564513810809	NA
TMEM145	0.0703893216908744	NA
TMEM147	0.528554817722258	0.0353041329964034
TMEM147-AS1	-0.0450308775801469	NA
TMEM14A	0.291540163988721	0.331659042046069
TMEM14B	0.362905303323114	0.0756969149976291
TMEM14C	0.135812810672205	0.439082441999353
TMEM150A	0.108635567205516	0.660620740267488
TMEM150B	-0.0506869944872488	NA
TMEM150C	-0.128092592861304	0.705985350825023
TMEM151A	-0.228325386883998	NA
TMEM151B	-0.288877156686834	NA
TMEM154	0.195029915616139	0.44579160935164
TMEM155	-0.0275825634016389	NA
TMEM156	-0.0110660542584173	NA
TMEM158	0.547260470241696	0.0726828311580583
TMEM159	0.450813557785422	0.154377183510888
TMEM160	0.724084275221165	NA
TMEM161A	0.108114738243771	0.438284064209244
TMEM161B	-0.304333138951562	NA
TMEM161B-AS1	0.00216854137792843	NA
TMEM163	0.346591149549708	NA
TMEM165	0.267848271279745	NA
TMEM167A	0.132756196876164	0.550469016543765
TMEM167B	-0.13025023259021	0.407844286725451
TMEM168	0.0977868222767908	0.600857541711722
TMEM169	0.181721397750838	NA
TMEM17	0.188849356740795	NA
TMEM170A	0.106834446402531	NA
TMEM170B	-0.263480184611126	0.557097233064852
TMEM171	-0.176608324761225	NA
TMEM174	-0.0188008586291897	NA
TMEM175	0.00546827656580273	0.97428653683161
TMEM176A	1.05865945126661	0.0457113352592333
TMEM176B	0.359130958963509	0.305007791263942
TMEM177	-0.0828315312219097	NA
TMEM178A	0.118352377933219	NA
TMEM178B	-0.0865354966891188	NA
TMEM179	-0.00458157759819322	NA
TMEM18	0.131159054294317	0.503994839765144
TMEM181	0.270474582921249	0.291986808769228
TMEM182	0.0697540017558449	NA
TMEM184A	-0.274326952687672	0.225289490278815
TMEM184B	0.132333103348151	0.541287156539567
TMEM184C	0.562010478417339	0.0700018950197325
TMEM185A	0.572644537757269	0.0947854943877425
TMEM185B	0.158296691331645	0.343664691194426
TMEM186	0.178385822202624	0.206703831653826
TMEM187	0.269276906664265	0.369200835081166
TMEM19	0.0777086698016598	0.531752884432958
TMEM190	-0.205186073292592	NA
TMEM191A	-0.102579285651048	NA
TMEM192	0.10306914229093	0.450162420563463
TMEM196	0.337372528814581	0.498152803830745
TMEM198	-0.0672059525979947	0.616799040902432
TMEM198B	0.111005668410688	0.3880210616045
TMEM200A	-0.202966909790659	0.703625618144557
TMEM200C	-0.0293303768070752	NA
TMEM201	0.195628828957251	0.151057474241129
TMEM203	0.459379413529345	0.0217719651825409
TMEM204	-0.230671676551617	0.317869465823016
TMEM205	0.35751168098806	0.190348080479235
TMEM207	-0.223547072084321	NA
TMEM208	0.952985273814476	0.0185831415498485
TMEM209	0.425109330896862	0.0223346075123731
TMEM212	-0.489203586804598	0.133844563060562
TMEM213	-0.165951537072738	NA
TMEM214	0.286308012458411	0.224522947977193
TMEM216	0.519472473330427	0.0541244972822139
TMEM217	-0.196874381040683	NA
TMEM218	-0.127860845461527	NA
TMEM219	0.231740517110303	0.247502249544544
TMEM220	0.439904387894699	0.0422948091857664
TMEM221	-0.143549599197073	NA
TMEM222	0.300280157454128	0.170142134037434
TMEM223	0.20490077823936	0.210036453388455
TMEM225	-0.210786804275583	NA
TMEM225B	-0.0377787674215675	0.929505718832462
TMEM229B	-0.328765226940773	NA
TMEM230	-0.144129088100106	0.518558165107022
TMEM231	0.849568419739642	NA
TMEM232	0.0523838484143666	NA
TMEM234	-0.0545982453388252	NA
TMEM235	-0.0217474962836683	NA
TMEM237	0.00193377314366305	0.995670205745559
TMEM238	-0.292516946002948	NA
TMEM238L	-0.26608874583706	NA
TMEM239	-0.0624982762889674	NA
TMEM241	-0.405816245450767	0.273817771697425
TMEM242	0.0346908493174976	0.865027190205597
TMEM243	0.273490417558924	0.337008338831082
TMEM245	-0.410804523329842	0.226537118322901
TMEM248	0.399657623362215	0.0302913828351502
TMEM25	0.0739581040386126	NA
TMEM250	0.62060043120358	0.0848728990375011
TMEM251	0.536964318816428	0.117328361900463
TMEM252	-0.393683883007116	NA
TMEM252-DT	-0.0302876072178235	NA
TMEM253	-0.264263279582498	NA
TMEM254	0.00224209611987991	NA
TMEM254-AS1	-0.0517935158191731	0.727604864514876
TMEM255A	0.316214213793806	NA
TMEM255B	0.0564198990838554	0.808532089862336
TMEM256	-0.0234682205304626	NA
TMEM258	0.163134388213644	0.550011278546243
TMEM259	-0.0691051827430336	NA
TMEM26	-0.12540532813596	NA
TMEM26-AS1	-0.116213947811588	NA
TMEM260	0.205621477698791	0.508830323586131
TMEM263	0.265177739977469	0.215485523133949
TMEM266	0.0156369278103954	NA
TMEM267	-0.167638647050103	NA
TMEM268	0.597712276598505	0.092005210446725
TMEM270	-0.0563845894363366	NA
TMEM272	-0.059399036090801	NA
TMEM273	-0.184580568510911	0.280935405588466
TMEM30A	0.558427278401812	0.0798827812262965
TMEM30B	-0.254077516973211	0.294285699333852
TMEM31	-0.0835665741331026	NA
TMEM33	0.51379732416929	0.0921568723589921
TMEM35A	-0.0901866583331579	NA
TMEM37	-0.243969305785551	0.161867598811596
TMEM38A	-0.0849477541748573	0.644689519196495
TMEM38B	0.432797759154867	0.151057474241129
TMEM39A	-0.179476072969212	0.378236862898435
TMEM39B	0.298668720181565	0.0707029613121264
TMEM40	-0.133546498591705	NA
TMEM41A	-0.0789003333728333	0.53272112395663
TMEM41B	0.220000844711443	0.138880134753894
TMEM42	0.107136902146813	0.583738531078266
TMEM43	0.236487788435066	0.443710328454425
TMEM44	-0.258510707199519	NA
TMEM44-AS1	0.057220644984838	0.810274559423236
TMEM45A	0.627819372866986	0.0491774138185746
TMEM45B	-0.0976635881352754	NA
TMEM47	-0.265839237584753	0.29122747576113
TMEM50A	0.0851845792873149	0.647095134275085
TMEM50B	-0.0280641643365511	0.914462896100623
TMEM51	0.407783635676843	0.150926817724553
TMEM51-AS1	-0.0437026447481363	NA
TMEM52	0.0358942976803407	NA
TMEM52B	0.680380343176112	NA
TMEM53	0.250936153933322	NA
TMEM54	0.323299096657572	NA
TMEM59	0.0693371921013748	0.629898521964777
TMEM59L	-0.259541936348179	NA
TMEM60	0.315445870252482	0.0700018950197325
TMEM61	-0.186444009162161	NA
TMEM62	-0.00658560860378277	NA
TMEM63A	-0.210693073123048	0.254375860225183
TMEM63B	0.00305820592592632	0.987747923355248
TMEM63C	-0.112759258495396	NA
TMEM64	0.138935712188801	0.76099805440755
TMEM65	0.0795990026155442	0.745243352103877
TMEM67	0.113599930686421	NA
TMEM68	0.521360800025077	0.0433454825694181
TMEM69	0.450900354061451	0.127725322631987
TMEM70	0.36708440547491	0.263399327287365
TMEM71	-0.2950252786903	0.397613937009309
TMEM72	-0.0314867920064987	NA
TMEM72-AS1	-0.0926335324953671	0.685164154941099
TMEM74	-0.0389540346450765	NA
TMEM74B	0.106342849672989	NA
TMEM75	-0.0155738581414089	NA
TMEM79	-0.0933363478706974	0.631658547372464
TMEM80	0.380605050216795	0.094657752587177
TMEM86A	0.187504273051137	NA
TMEM86B	0.103848183793439	NA
TMEM87A	-0.245916389439088	0.0745026324699395
TMEM87B	0.555475137535216	0.0805248934648585
TMEM88	0.0340720964458203	0.928999307025501
TMEM8B	0.0854472419409573	0.657898279553792
TMEM9	0.0160611527731556	0.949627708321431
TMEM91	0.0410578287321419	0.854281329676075
TMEM92	-0.0586758359810133	NA
TMEM92-AS1	-0.246317959899272	NA
TMEM95	-0.00564481201174605	NA
TMEM97	0.422004868795294	0.251459746007616
TMEM98	0.0990699389588814	0.670374340445513
TMEM99	0.535773813271808	0.16539608273027
TMEM9B	0.299303645668578	0.0455298184054318
TMF1	0.500850317182031	0.0311050605724723
TMIE	-0.188433082517706	NA
TMIGD2	-0.26947103155902	0.269825711572787
TMLHE	0.0159948383469501	0.947036203446144
TMOD1	0.0510090101985661	0.872330775150339
TMOD2	-0.103587635633833	NA
TMOD3	0.288626454286691	NA
TMPO	-0.0753629460348431	NA
TMPO-AS1	0.0529167304551788	NA
TMPRSS11B	0.0585246390424432	NA
TMPRSS11D	-0.205810157757436	NA
TMPRSS11E	-0.142150048878102	NA
TMPRSS12	0.0167729668610468	NA
TMPRSS13	-0.190907805043977	NA
TMPRSS15	-0.0922646962555813	NA
TMPRSS2	-0.0413824201377739	NA
TMPRSS3	-0.214578546022731	NA
TMPRSS4	-0.0616094973569883	NA
TMPRSS5	-0.245806581822445	NA
TMPRSS6	-0.156822966105594	0.395418656154382
TMSB10	-0.534518523067478	0.094109575525589
TMSB15B	-0.00711723217659488	NA
TMSB15B-AS1	-0.109228732344337	NA
TMSB4X	-0.389435558554108	0.214743278895383
TMSB4Y	-0.178548999418502	0.27743158754408
TMTC1	0.128574713978331	0.701092538738064
TMTC2	0.0262568082224917	NA
TMTC3	0.663556913148605	0.0651070579296126
TMTC4	-0.0841790858644194	NA
TMUB1	-0.135300038147595	0.332290979692306
TMUB2	0.34023485023877	0.0916022022074838
TMX1	0.317871708058632	0.12322973771108
TMX2	0.106603381924595	0.587458395977091
TMX3	-0.103140818671807	0.492997143131712
TMX4	0.215876043712308	0.314865203524361
TNC	1.19074280909847	0.0704005080493908
TNF	0.063587320107545	0.719107106442263
TNFAIP1	0.100894582636492	0.535151482453862
TNFAIP2	0.46221779984867	0.146247971564549
TNFAIP3	0.149774871224558	0.51633350510601
TNFAIP6	1.16713894681603	0.211021653664936
TNFAIP8	0.495927206278864	0.2757575940813
TNFAIP8L1	0.479209423124628	0.294285699333852
TNFAIP8L2	0.299057585668312	NA
TNFAIP8L3	-0.0272070841413603	NA
TNFRSF10A	-0.0998380864074049	NA
TNFRSF10B	-0.0155754371169863	NA
TNFRSF10C	-0.113564408046019	NA
TNFRSF10D	0.0523813127673458	NA
TNFRSF11A	0.115254966966573	0.809208359575052
TNFRSF11B	-0.0934751201476338	0.782366601056912
TNFRSF12A	0.111027055441137	0.726352020616257
TNFRSF13B	-0.10504545256272	0.500341443333261
TNFRSF13C	-0.0151527993647953	0.93672049518999
TNFRSF14	0.331179849582412	0.094109575525589
TNFRSF14-AS1	-0.217304793764298	0.255104675225787
TNFRSF17	0.191313631140073	NA
TNFRSF18	-0.048196179122213	NA
TNFRSF19	0.106223519547029	NA
TNFRSF1A	0.329726135762412	0.094109575525589
TNFRSF1B	0.260778853956432	0.347015088486852
TNFRSF21	-0.0781196171767746	0.860660903842501
TNFRSF25	-0.0541430091654194	NA
TNFRSF4	-0.138431922755283	NA
TNFRSF8	-0.0489718276434168	NA
TNFRSF9	0.0829710859909358	NA
TNFSF10	0.451357801018778	0.313308147097322
TNFSF11	0.740973212627399	NA
TNFSF13	0.421940360036439	0.0744227259800081
TNFSF13B	0.382561526793031	0.439510902881651
TNFSF14	-0.117682611301571	NA
TNFSF15	1.30857180270276	0.06135718621241
TNFSF18	-0.190007688799474	NA
TNFSF4	0.138074145503688	NA
TNFSF8	-0.174637412892991	NA
TNFSF9	-0.201960319673247	NA
TNIK	-0.126960935701966	NA
TNIP1	0.0169657183068894	0.942047386229496
TNIP2	0.189285845740481	0.319718405653493
TNIP3	-0.0835212662053095	NA
TNK1	0.0149690608521178	NA
TNK2	-0.0798883314806753	NA
TNK2-AS1	0.0545808865735946	NA
TNKS	-0.159594720477764	NA
TNKS1BP1	0.0242717493180331	NA
TNKS2	0.152146719975216	0.307886626170876
TNMD	-0.374704749458228	0.807239801129258
TNN	-0.464789932068827	NA
TNNC1	-0.967807546637649	0.256069288163175
TNNC2	-0.759933314534823	0.499844337265368
TNNI1	-0.302752133691684	0.27737295976003
TNNI2	-0.580120062268686	0.273901878741082
TNNI3	0.0476221910197978	NA
TNNI3K	0.184336112308928	NA
TNNT1	-0.991628435116194	0.22078102076533
TNNT2	-0.0694129050758692	NA
TNNT3	-0.491930568839451	0.248050069733308
TNP1	-0.288391182767535	NA
TNP2	-0.0549484910203555	NA
TNPO1	0.183318175163582	0.564458831712291
TNPO2	-0.398162806790793	0.158499740233681
TNPO3	-0.0783652959731613	0.512376291409413
TNR	-0.124102405346711	NA
TNRC18	-0.10596318307856	NA
TNRC6A	0.383201875660371	0.0607367888076582
TNRC6B	-0.366809806376367	0.0632409343749848
TNRC6C	0.234546519902223	NA
TNRC6C-AS1	-0.11577033587565	NA
TNS1	0.232605398777493	0.25922903372454
TNS2	0.0568947956914858	0.870776401873759
TNS3	-0.0233539405056913	0.919613930189609
TNS4	-0.174063597800004	0.351708325704704
TNXB	-0.254435427005267	NA
TOB1	0.254192610202645	0.664654723488926
TOB1-AS1	0.133236780863726	NA
TOB2	-0.143818778632206	0.733125824718477
TOE1	-0.0548188148289652	0.785723859539555
TOGARAM1	0.199877716595244	0.360070191948481
TOGARAM2	0.0143274078721918	NA
TOLLIP	0.0998004564675323	NA
TOLLIP-AS1	0.334818797231279	NA
TOM1	0.473617398853825	NA
TOM1L1	0.296211067362674	NA
TOM1L2	-0.0127449607304602	0.945054784165958
TOMM20	0.247478591085724	0.207329899588113
TOMM22	-0.213889292272967	NA
TOMM34	0.187103654341676	0.436121567223121
TOMM40	-0.131481345060775	0.430204236599681
TOMM40L	0.256279099527359	0.134875647715555
TOMM5	0.104236078546366	0.607457002008658
TOMM70	0.167490517558184	0.27743158754408
TONSL	-0.213087156477526	NA
TONSL-AS1	-0.308765959903822	0.0972901254537847
TOP1	0.00140639332568249	0.996296695878709
TOP1MT	0.0344836401640531	NA
TOP1P2	-0.0020723316104112	NA
TOP2A	0.144900141795574	NA
TOP2B	-0.114186713994011	0.605991573985995
TOP3A	0.0514407308896496	NA
TOP3B	0.0567864044054565	NA
TOPBP1	0.0204594887331879	0.915709887181554
TOPORS	0.141270813228628	0.676062149673206
TOR1A	0.118554398279543	0.458102524251069
TOR1AIP1	0.659347645340559	0.0805248934648585
TOR1AIP2	0.11570084118661	NA
